timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
66614360,66613852,2359330,2.03148,0.85257524,-9.698911,37.19792,0,0,0,0
68614354,68613852,2359330,2.0190303,0.82001406,-9.731233,37.19792,0,0,0,0
69614403,69613874,2359330,1.99437,0.8580819,-9.668983,37.245846,0,0,0,0
70614364,70613858,2359330,2.0178332,0.7975086,-9.723331,37.245846,0,0,0,0
71614354,71613852,2359330,2.0111294,0.8329428,-9.649351,37.34169,0,0,0,0
72614356,72613853,2359330,2.0269313,0.8456321,-9.659885,37.245846,0,0,0,0
73614391,73613895,2359330,2.0140026,0.83461875,-9.67449,37.054153,0,0,0,0
74614371,74613860,2359330,1.9998766,0.84658974,-9.624452,37.245846,0,0,0,0
75614359,75613856,2359330,1.9814414,0.8013393,-9.702502,37.34169,0,0,0,0
76614375,76613863,2359330,2.0058622,0.8463503,-9.64576,37.533382,0,0,0,0
77614362,77613854,2359330,2.03148,0.8554483,-9.691729,37.245846,0,0,0,0
78614328,78613852,2359330,2.0254946,0.8347783,-9.647037,37.389614,0,0,0,0
79614338,79613874,2359330,2.005277,0.8302559,-9.616977,37.34169,0,0,0,0
80614357,80613852,2359330,2.0269313,0.8389283,-9.648154,37.34169,0,0,0,0
81614360,81613851,2359330,1.9974824,0.82599956,-9.689813,37.389614,0,0,0,0
82614353,82613851,2359330,2.0041864,0.8425196,-9.668026,37.437534,0,0,0,0
83614362,83613856,2359330,2.045606,0.8401254,-9.659646,37.581306,0,0,0,0
85614462,85613925,2359330,2.0128708,0.84972394,-9.610543,37.437534,0,0,0,0
86614412,86613869,2359330,2.0161839,0.84648335,-9.717533,37.34169,0,0,0,0
87614367,87613865,2359330,2.0132842,0.8413225,-9.65797,37.389614,0,0,0,0
88614361,88613853,2359330,2.0312407,0.8599973,-9.692686,37.437534,0,0,0,0
89614365,89613862,2359330,2.026213,0.8276756,-9.663716,37.34169,0,0,0,0
90614356,90613852,2359330,2.0020316,0.8595184,-9.627563,37.437534,0,0,0,0
91614360,91613852,2359330,2.0094535,0.8257601,-9.651746,37.389614,0,0,0,0
93614521,93613852,2359330,2.0288465,0.7843405,-9.7084875,37.581306,0,0,0,0
94614454,94613883,2359330,2.0017922,0.812592,-9.653421,37.389614,0,0,0,0
95614378,95613857,2359330,2.008017,0.80445176,-9.635704,37.437534,0,0,0,0
96614367,96613852,2359330,1.9907787,0.8365341,-9.616072,37.581306,0,0,0,0
97614362,97613852,2359330,2.0171149,0.7563283,-9.646479,37.581306,0,0,0,0
98614369,98613852,2359330,2.007538,0.8178593,-9.713755,37.437534,0,0,0,0
100614406,100613856,2359330,1.9859903,0.7735666,-9.700109,37.437534,0,0,0,0
101614318,101613854,2359330,2.0350714,0.9624691,-9.61405,37.533382,0,0,0,0
102614334,102613858,2359330,2.01911,0.95661664,-9.717267,37.581306,0,0,0,0
103614371,103613860,2359330,2.0070593,0.8133103,-9.80282,37.725075,0,0,0,0
104614354,104613852,2359330,1.9711462,0.81474686,-9.548316,37.725075,0,0,0,0
105614354,105613852,2359330,2.0037074,0.8336611,-9.680476,37.581306,0,0,0,0
106614368,106613854,2359330,1.9759346,0.7632716,-9.679519,37.725075,0,0,0,0
107614354,107613852,2359330,2.0032287,0.81235266,-9.709685,37.629227,0,0,0,0
108614355,108613852,2359330,2.018312,0.8073248,-9.68694,37.581306,0,0,0,0
109614358,109613852,2359330,2.0192697,0.83102745,-9.710164,37.533382,0,0,0,0
110614371,110613852,2359330,1.9857509,0.712275,-9.705136,37.629227,0,0,0,0
111614364,111613857,2359330,1.9764135,0.8367735,-9.691968,37.581306,0,0,0,0
112614382,112613857,2359330,2.01089,0.78290397,-9.721895,37.725075,0,0,0,0
114614354,114613852,2359330,2.014242,0.79679036,-9.655097,37.629227,0,0,0,0
115614404,115613897,2359330,1.9996372,0.8190564,-9.729078,37.772995,0,0,0,0
116614352,116613859,2359330,1.9909117,0.79966336,-9.642248,37.725075,0,0,0,0
117614321,117613856,2359330,1.9927739,0.8246695,-9.619637,37.581306,0,0,0,0
120614416,120613888,2359330,1.9797654,0.81474686,-9.585426,38.15638,0,0,0,0
121614427,121613852,2359330,2.0266917,0.8202535,-9.782229,37.629227,0,0,0,0
122614374,122613863,2359330,2.058774,0.8650251,-9.694601,37.772995,0,0,0,0
123614367,123613861,2359330,2.0326772,0.79176253,-9.587102,37.772995,0,0,0,0
124614408,124613852,2359330,2.0089748,0.7987057,-9.64983,37.772995,0,0,0,0
125614354,125613852,2359330,1.996046,0.875799,-9.642648,37.629227,0,0,0,0
126614380,126613871,2359330,1.9622878,0.78817123,-9.709207,37.581306,0,0,0,0
127614321,127613854,2359330,1.9863894,0.8302559,-9.632139,37.916763,0,0,0,0
128614313,128613852,2359330,2.0252287,0.81642276,-9.636395,37.629227,0,0,0,0
129614373,129613861,2359330,1.9644425,0.8303092,-9.629958,37.916763,0,0,0,0
130614406,130613856,2359330,1.9917364,0.8137891,-9.678321,37.868843,0,0,0,0
131614377,131613852,2359330,2.0156784,0.8640674,-9.695081,37.964687,0,0,0,0
132614357,132613854,2359330,1.9919758,0.8626309,-9.688855,38.108456,0,0,0,0
133614390,133613852,2359330,1.9778501,0.8238448,-9.661323,37.916763,0,0,0,0
134614364,134613852,2359330,2.0254946,0.832464,-9.599552,37.916763,0,0,0,0
135614353,135613851,2359330,2.0049045,0.8772355,-9.614635,37.964687,0,0,0,0
136614449,136613946,2359330,1.9776106,0.8360553,-9.734824,37.772995,0,0,0,0
137614319,137613856,2359330,1.9959662,0.8198811,-9.665924,38.108456,0,0,0,0
138614353,138613852,2359330,1.9953277,0.85377234,-9.628043,37.964687,0,0,0,0
139614424,139613852,2359330,1.9910182,0.7570466,-9.701545,38.15638,0,0,0,0
140614361,140613853,2359330,2.0396204,0.88274217,-9.667547,38.06053,0,0,0,0
142614404,142613854,2359330,2.0578163,0.8348582,-9.723093,38.252224,0,0,0,0
143614367,143613852,2359330,2.0092142,0.8197746,-9.634507,38.06053,0,0,0,0
144614360,144613858,2359330,2.019509,0.8494628,-9.647436,38.252224,0,0,0,0
145614365,145613862,2359330,2.0238187,0.8554483,-9.65797,37.964687,0,0,0,0
146614362,146613855,2359330,1.9689915,0.8094796,-9.679039,38.108456,0,0,0,0
147614368,147613854,2359330,1.9685127,0.8439561,-9.652943,38.252224,0,0,0,0
148614358,148613854,2359330,2.01089,0.8190564,-9.685024,38.06053,0,0,0,0
149614361,149613854,2359330,2.0396204,0.8010999,-9.677842,38.15638,0,0,0,0
152614402,152613857,2359330,2.0047448,0.8422269,-9.639056,38.252224,0,0,0,0
153614370,153613854,2359330,1.9778501,0.8293514,-9.637859,38.15638,0,0,0,0
154614403,154613872,2359330,1.9924546,0.84180135,-9.653661,38.252224,0,0,0,0
155614353,155613852,2359330,1.9936517,0.78601646,-9.641929,38.252224,0,0,0,0
156614395,156613891,2359330,1.9862298,0.8121132,-9.661801,38.108456,0,0,0,0
157614436,157613899,2359330,2.0041864,0.8348582,-9.672575,38.252224,0,0,0,0
