timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
140067350,-2.7141619,-2.7887356,30.205,1.0
140078056,-2.7178288,-2.7924345,30.189999,1.0
140088759,-2.7211468,-2.7957518,30.17,1.0
140099565,-2.7258513,-2.8007236,30.199999,1.0
140110269,-2.7316976,-2.8067305,30.199999,1.0
140121015,-2.7368286,-2.8119597,30.189999,1.0
140131721,-2.739738,-2.8149953,30.199999,1.0
140142741,-2.7395785,-2.8149936,30.234999,1.0
140153466,-2.73614,-2.8113909,30.22,1.0
140164160,-2.7297027,-2.8046844,30.199999,1.0
140174877,-2.7200954,-2.7949107,30.224998,1.0
140185621,-2.707503,-2.7819033,30.21,1.0
140196312,-2.6928577,-2.76681,30.199999,1.0
140207119,-2.6771762,-2.7506752,30.195,1.0
140217831,-2.6620002,-2.735105,30.199999,1.0
140228526,-2.6488812,-2.7216806,30.21,1.0
140239551,-2.6375177,-2.7099378,30.195,1.0
140250250,-2.6261616,-2.6982477,30.189999,1.0
140260949,-2.6143024,-2.686063,30.189999,1.0
140271706,-2.603272,-2.674774,30.199999,1.0
140282707,-2.5942054,-2.6656132,30.244999,1.0
140293400,-2.5871832,-2.6583102,30.224998,1.0
140304119,-2.5823264,-2.6532106,30.199999,1.0
140314816,-2.5801547,-2.6509573,30.195,1.0
140325512,-2.5809782,-2.6518686,30.21,1.0
140336206,-2.584439,-2.6553962,30.189999,1.0
140347082,-2.58968,-2.660847,30.205,1.0
140357876,-2.5959873,-2.6672177,30.179998,1.0
140368599,-2.602906,-2.6743703,30.189999,1.0
140379543,-2.6104357,-2.6820405,30.175,1.0
140390293,-2.6190436,-2.6910295,30.21,1.0
140401040,-2.6286802,-2.7008421,30.189999,1.0
140411741,-2.6389096,-2.7113523,30.189999,1.0
140422655,-2.6497421,-2.7226167,30.22,1.0
140433401,-2.661044,-2.7341392,30.199999,1.0
140444097,-2.672338,-2.7458386,30.23,1.0
140454860,-2.6835024,-2.7571282,30.189999,1.0
140465608,-2.6945658,-2.768267,30.14,1.0
140476320,-2.705316,-2.7795405,30.189999,1.0
140487091,-2.7154856,-2.789989,30.189999,1.0
140497853,-2.7247722,-2.7997174,30.22,1.0
140508542,-2.7328598,-2.8077729,30.164999,1.0
140519522,-2.7395463,-2.814712,30.179998,1.0
140530218,-2.7446065,-2.8200738,30.215,1.0
140540923,-2.7476869,-2.8231695,30.199999,1.0
140551650,-2.7488105,-2.8242784,30.199999,1.0
140562340,-2.7487504,-2.8243098,30.22,1.0
140573072,-2.7480178,-2.823557,30.22,1.0
140583764,-2.74656,-2.821943,30.195,1.0
140594537,-2.7448242,-2.820113,30.185,1.0
