timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
296540676,inf,0,0,0,1,0
297550783,inf,0,0,0,1,0
298560520,inf,0,0,0,1,0
301571096,inf,0,0,0,1,0
302580647,inf,0,0,0,1,0
303580995,inf,0,0,0,1,0
304591024,inf,0,0,0,1,0
305600967,inf,0,0,0,1,0
306610857,inf,0,0,0,1,0
307620558,inf,0,0,0,1,0
308620768,inf,0,0,0,1,0
309620816,inf,0,0,0,1,0
310620978,inf,0,0,0,1,0
312630997,inf,0,0,0,1,0
313640610,inf,0,0,0,1,0
314640617,inf,0,0,0,1,0
315640768,inf,0,0,0,1,0
316650822,inf,0,0,0,1,0
317651059,inf,0,0,0,1,0
318660890,inf,0,0,0,1,0
319670899,inf,0,0,0,1,0
320671237,inf,0,0,0,1,0
321671245,inf,0,0,0,1,0
322680575,inf,0,0,0,1,0
324690736,inf,0,0,0,1,0
325691198,inf,0,0,0,1,0
326700731,inf,0,0,0,1,0
327711036,inf,0,0,0,1,0
328711201,inf,0,0,0,1,0
329721957,inf,0,0,0,1,0
330722192,inf,0,0,0,1,0
331731081,inf,0,0,0,1,0
332740715,inf,0,0,0,1,0
333750852,inf,0,0,0,1,0
333851036,inf,0,0,0,0,0
334851140,inf,0,0,0,0,0
335852502,inf,0,0,0,0,0
336853128,inf,0,0,0,0,0
338860954,inf,0,0,0,0,0
339872734,inf,0,0,0,0,0
340881214,inf,0,0,0,0,0
341892685,inf,0,0,0,0,0
342900948,inf,0,0,0,0,0
343912713,inf,0,0,0,0,0
344921056,inf,0,0,0,0,0
345933937,inf,0,0,0,0,0
346941048,inf,0,0,0,0,0
347953003,inf,0,0,0,0,0
348961044,inf,0,0,0,0,0
349972749,inf,0,0,0,0,0
350980498,inf,0,0,0,0,0
351980814,inf,0,0,0,0,0
352992498,inf,0,0,0,0,0
353992569,inf,0,0,0,0,0
354992622,inf,0,0,0,0,0
356000679,inf,0,0,0,0,0
357012531,inf,0,0,0,0,0
361032567,inf,0,0,0,0,0
362033248,inf,0,0,0,0,0
363040865,inf,0,0,0,0,0
364041104,inf,0,0,0,0,0
365052382,inf,0,0,0,0,0
366052549,inf,0,0,0,0,0
367052620,inf,0,0,0,0,0
368060752,inf,0,0,0,0,0
369072490,inf,0,0,0,0,0
370072617,inf,0,0,0,0,0
371080769,inf,0,0,0,0,0
372080846,inf,0,0,0,0,0
373080976,inf,0,0,0,0,0
374092423,inf,0,0,0,0,0
375092615,inf,0,0,0,0,0
376100837,inf,0,0,0,0,0
377100912,inf,0,0,0,0,0
378101588,inf,0,0,0,0,0
379112814,inf,0,0,0,0,0
380122199,inf,0,0,0,0,0
382140960,inf,0,0,0,0,0
383152901,inf,0,0,0,0,0
385172679,inf,0,0,0,0,0
386172726,inf,0,0,0,0,0
387172901,inf,0,0,0,0,0
388172932,inf,0,0,0,0,0
391192408,inf,0,0,0,0,0
392192537,inf,0,0,0,0,0
393192724,inf,0,0,0,0,0
394201024,inf,0,0,0,0,0
395212832,inf,0,0,0,0,0
396220643,inf,0,0,0,0,0
397220758,inf,0,0,0,0,0
398220764,inf,0,0,0,0,0
399220839,inf,0,0,0,0,0
400232578,inf,0,0,0,0,0
401232605,inf,0,0,0,0,0
402240633,inf,0,0,0,0,0
403252415,inf,0,0,0,0,0
404252834,inf,0,0,0,0,0
405252942,inf,0,0,0,0,0
406260708,inf,0,0,0,0,0
407260851,inf,0,0,0,0,0
408272478,inf,0,0,0,0,0
409272627,inf,0,0,0,0,0
410280515,inf,0,0,0,0,0
411280807,inf,0,0,0,0,0
412281286,inf,0,0,0,0,0
413292596,inf,0,0,0,0,0
416312421,inf,0,0,0,0,0
417312471,inf,0,0,0,0,0
418312725,inf,0,0,0,0,0
419321152,inf,0,0,0,0,0
420333682,inf,0,0,0,0,0
421341139,inf,0,0,0,0,0
422342013,inf,0,0,0,0,0
424357429,inf,0,0,0,0,0
425357835,inf,0,0,0,0,0
426365734,inf,0,0,0,0,0
427377400,inf,0,0,0,0,0
428385596,inf,0,0,0,0,0
429395698,inf,0,0,0,0,0
430395908,inf,0,0,0,0,0
431405712,inf,0,0,0,0,0
432405896,inf,0,0,0,0,0
433416045,inf,0,0,0,0,0
434425936,inf,0,0,0,0,0
435436510,inf,0,0,0,0,0
436445871,inf,0,0,0,0,0
440485736,inf,0,0,0,0,0
441486083,inf,0,0,0,0,0
442496530,inf,0,0,0,0,0
443505962,inf,0,0,0,0,0
444516036,inf,0,0,0,0,0
445526029,inf,0,0,0,0,0
446537345,inf,0,0,0,0,0
447546031,inf,0,0,0,0,0
448546239,inf,0,0,0,0,0
449556005,inf,0,0,0,0,0
450565732,inf,0,0,0,0,0
451565773,inf,0,0,0,0,0
452565926,inf,0,0,0,0,0
453575843,inf,0,0,0,0,0
454236064,inf,0,0,0,1,0
455245429,inf,0,0,0,1,0
456245506,inf,0,0,0,1,0
457245617,inf,0,0,0,1,0
