timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
66312229,inf,0,0,0,1,0
68330703,inf,0,0,0,1,0
69330749,inf,0,0,0,1,0
70331304,inf,0,0,0,1,0
71340446,inf,0,0,0,1,0
72340745,inf,0,0,0,1,0
73350918,inf,0,0,0,1,0
74360632,inf,0,0,0,1,0
75370920,inf,0,0,0,1,0
76380450,inf,0,0,0,1,0
77380526,inf,0,0,0,1,0
78380561,inf,0,0,0,1,0
79380683,inf,0,0,0,1,0
80390782,inf,0,0,0,1,0
81390915,inf,0,0,0,1,0
82400534,inf,0,0,0,1,0
83400764,inf,0,0,0,1,0
85410875,inf,0,0,0,1,0
86420578,inf,0,0,0,1,0
87420729,inf,0,0,0,1,0
88430728,inf,0,0,0,1,0
89430973,inf,0,0,0,1,0
90440590,inf,0,0,0,1,0
91450935,inf,0,0,0,1,0
93460873,inf,0,0,0,1,0
94470936,inf,0,0,0,1,0
95471154,inf,0,0,0,1,0
96480712,inf,0,0,0,1,0
97480798,inf,0,0,0,1,0
98490920,inf,0,0,0,1,0
101520819,inf,0,0,0,1,0
102520895,inf,0,0,0,1,0
103530904,inf,0,0,0,1,0
104530960,inf,0,0,0,1,0
105530964,inf,0,0,0,1,0
106530993,inf,0,0,0,1,0
107531032,inf,0,0,0,1,0
108540636,inf,0,0,0,1,0
109540709,inf,0,0,0,1,0
110541072,inf,0,0,0,1,0
111550844,inf,0,0,0,1,0
112560653,inf,0,0,0,1,0
114570801,inf,0,0,0,1,0
115580611,inf,0,0,0,1,0
116590685,inf,0,0,0,1,0
117590882,inf,0,0,0,1,0
120600712,inf,0,0,0,1,0
121600873,inf,0,0,0,1,0
122610752,inf,0,0,0,1,0
123610841,inf,0,0,0,1,0
124611046,inf,0,0,0,1,0
125621057,inf,0,0,0,1,0
126630945,inf,0,0,0,1,0
127631026,inf,0,0,0,1,0
128640710,inf,0,0,0,1,0
129650779,inf,0,0,0,1,0
130651285,inf,0,0,0,1,0
131660500,inf,0,0,0,1,0
132661037,inf,0,0,0,1,0
133671117,inf,0,0,0,1,0
134680568,inf,0,0,0,1,0
135680770,inf,0,0,0,1,0
136690788,inf,0,0,0,1,0
137690798,inf,0,0,0,1,0
138690913,inf,0,0,0,1,0
139691038,inf,0,0,0,1,0
140691068,inf,0,0,0,1,0
142700828,inf,0,0,0,1,0
143700874,inf,0,0,0,1,0
144710898,inf,0,0,0,1,0
145722198,inf,0,0,0,1,0
146731002,inf,0,0,0,1,0
147731022,inf,0,0,0,1,0
148742090,inf,0,0,0,1,0
149750803,inf,0,0,0,1,0
152760614,inf,0,0,0,1,0
153760662,inf,0,0,0,1,0
154760714,inf,0,0,0,1,0
155760799,inf,0,0,0,1,0
156770766,inf,0,0,0,1,0
157770901,inf,0,0,0,1,0
158780601,inf,0,0,0,1,0
159780793,inf,0,0,0,1,0
160790850,inf,0,0,0,1,0
161791110,inf,0,0,0,1,0
162800585,inf,0,0,0,1,0
163800721,inf,0,0,0,1,0
165820511,inf,0,0,0,1,0
166820767,inf,0,0,0,1,0
167830708,inf,0,0,0,1,0
168830905,inf,0,0,0,1,0
170831035,inf,0,0,0,1,0
171840824,inf,0,0,0,1,0
172850959,inf,0,0,0,1,0
173851124,inf,0,0,0,1,0
174851184,inf,0,0,0,1,0
175861034,inf,0,0,0,1,0
176871096,inf,0,0,0,1,0
177880794,inf,0,0,0,1,0
178890987,inf,0,0,0,1,0
179900580,inf,0,0,0,1,0
180912447,inf,0,0,0,1,0
181922036,inf,0,0,0,1,0
182922478,inf,0,0,0,1,0
185940821,inf,0,0,0,1,0
186950947,inf,0,0,0,1,0
187960892,inf,0,0,0,1,0
188970739,inf,0,0,0,1,0
189970977,inf,0,0,0,1,0
190980657,inf,0,0,0,1,0
191990687,inf,0,0,0,1,0
192990910,inf,0,0,0,1,0
194000698,inf,0,0,0,1,0
195000938,inf,0,0,0,1,0
197010977,inf,0,0,0,1,0
198021042,inf,0,0,0,1,0
199030915,inf,0,0,0,1,0
200040803,inf,0,0,0,1,0
201050681,inf,0,0,0,1,0
202051245,inf,0,0,0,1,0
203060467,inf,0,0,0,1,0
204060876,inf,0,0,0,1,0
205070872,inf,0,0,0,1,0
206071127,inf,0,0,0,1,0
207071195,inf,0,0,0,1,0
209080915,inf,0,0,0,1,0
210090705,inf,0,0,0,1,0
211090902,inf,0,0,0,1,0
212100847,inf,0,0,0,1,0
213110823,inf,0,0,0,1,0
214110992,inf,0,0,0,1,0
215122412,inf,0,0,0,1,0
216130959,inf,0,0,0,1,0
217132434,inf,0,0,0,1,0
218140636,inf,0,0,0,1,0
219140662,inf,0,0,0,1,0
220151169,inf,0,0,0,1,0
221160628,inf,0,0,0,1,0
222160815,inf,0,0,0,1,0
223170718,inf,0,0,0,1,0
224170831,inf,0,0,0,1,0
225180555,inf,0,0,0,1,0
226180846,inf,0,0,0,1,0
228190979,inf,0,0,0,1,0
229200532,inf,0,0,0,1,0
230200562,inf,0,0,0,1,0
231200675,inf,0,0,0,1,0
232210685,inf,0,0,0,1,0
233210964,inf,0,0,0,1,0
234211046,inf,0,0,0,1,0
235211183,inf,0,0,0,1,0
236220824,inf,0,0,0,1,0
237220854,inf,0,0,0,1,0
238230937,inf,0,0,0,1,0
239240576,inf,0,0,0,1,0
240241029,inf,0,0,0,1,0
241250819,inf,0,0,0,1,0
242260501,inf,0,0,0,1,0
243260618,inf,0,0,0,1,0
244260839,inf,0,0,0,1,0
245260851,inf,0,0,0,1,0
246270953,inf,0,0,0,1,0
247271015,inf,0,0,0,1,0
249290837,inf,0,0,0,1,0
250290929,inf,0,0,0,1,0
251300581,inf,0,0,0,1,0
252310995,inf,0,0,0,1,0
253322041,inf,0,0,0,1,0
254322458,inf,0,0,0,1,0
256330965,inf,0,0,0,1,0
257331037,inf,0,0,0,1,0
258340494,inf,0,0,0,1,0
259340829,inf,0,0,0,1,0
260350873,inf,0,0,0,1,0
261351198,inf,0,0,0,1,0
262360624,inf,0,0,0,1,0
263360702,inf,0,0,0,1,0
264360743,inf,0,0,0,1,0
265370702,inf,0,0,0,1,0
266370801,inf,0,0,0,1,0
267370820,inf,0,0,0,1,0
268380611,inf,0,0,0,1,0
269380649,inf,0,0,0,1,0
270380729,inf,0,0,0,1,0
271381040,inf,0,0,0,1,0
272390968,inf,0,0,0,1,0
273400715,inf,0,0,0,1,0
274410859,inf,0,0,0,1,0
275420959,inf,0,0,0,1,0
277430856,inf,0,0,0,1,0
278430910,inf,0,0,0,1,0
279430962,inf,0,0,0,1,0
280440656,inf,0,0,0,1,0
281440874,inf,0,0,0,1,0
282450895,inf,0,0,0,1,0
283460620,inf,0,0,0,1,0
284470934,inf,0,0,0,1,0
285471377,inf,0,0,0,1,0
286480835,inf,0,0,0,1,0
287490901,inf,0,0,0,1,0
289500550,inf,0,0,0,1,0
290510729,inf,0,0,0,1,0
291510785,inf,0,0,0,1,0
292521935,inf,0,0,0,1,0
293522388,inf,0,0,0,1,0
294522580,inf,0,0,0,1,0
295532003,inf,0,0,0,1,0
