timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
333958849,-0.27929807,3.6295922,-2.515927,-1.25929,-0.0026533161,1.2539834,2.5106208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
333968849,0.24106483,3.6127708,-2.516566,-1.2599285,-0.003291816,1.2533443,2.5099816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
334158864,0.38070515,1.123533,-2.448233,-0.92255443,0.11867941,0.9731656,2.1966484,-2.0362248,-1.010633,-0.053273678,-0.48717213,-1.712698,-0.5050975,-1.1784993,-0.41119885,0.7364099,0.678386,0.032243785,0.1354395,0.43185127,0.33055192,0.06991355
334358849,0.3849143,0.1462346,-2.2760928,-0.32059702,0.2874811,0.58775043,1.6030192,-3.5211926,-1.2755737,-0.34741783,-0.84063435,-2.7828755,-1.234865,-1.9488952,-0.512712,0.8143549,1.144073,0.000100893674,0.013712088,0.6359422,0.34991148,0.0003332829
334558852,0.38413662,0.06525025,-2.1207404,0.00079965295,0.34475648,0.46672595,1.2377949,-3.9720035,-0.34424973,-0.19987011,-0.2880516,-2.0600133,-1.6845322,-1.6482844,-0.17529535,0.5180962,1.9429147,5.2518753e-05,0.00234497,0.6681522,0.3293978,5.2518753e-05
334758851,0.42772543,0.034578342,-1.9542913,0.26345307,0.41638544,0.45017347,0.94307286,-4.967689,-0.11545563,-0.33589745,-0.3087101,-1.6879101,-2.5380495,-1.4105047,-0.17184043,0.23938942,2.2055223,4.8451446e-05,0.0007103315,0.6601081,0.33908463,4.8451446e-05
334958893,0.4990892,0.022817336,-1.7872478,0.4476552,0.4991327,0.49912852,0.8159738,-5.0830154,0.037014008,-0.410738,-0.34513474,-1.1188955,-3.574907,-0.96596265,-0.18368578,-0.004813671,1.8004684,4.4918444e-05,0.00042901884,0.6414559,0.3580252,4.4918444e-05
335158864,0.5605979,0.016382946,-1.6044493,0.58702195,0.56799424,0.54901975,0.7359187,-5.614565,-0.23967648,-0.68983936,-0.6106148,-1.0096283,-4.38739,-0.5551126,-0.06761432,0.008230209,1.6050293,5.582785e-05,0.0005123779,0.6110217,0.3883543,5.582785e-05
335358860,0.59617454,0.0126874,-1.4442291,0.6679555,0.60802597,0.5806434,0.6847906,-5.438555,-0.47182846,-0.83781147,-0.73512745,-0.8691368,-5.328217,-0.32238197,-0.07887077,-0.06368303,1.2478075,6.538172e-05,0.0007263286,0.5667156,0.43242744,6.538172e-05
335558849,0.60411114,0.010867014,-1.3052734,0.7066841,0.6209844,0.58785254,0.642462,-4.5841856,-0.9346094,-1.1754675,-1.0514364,-1.0240507,-6.092385,-0.41159916,-0.2915988,-0.29209185,0.7392669,0.00012941322,0.0009753014,0.4906385,0.50812733,0.00012941322
335758852,0.68211067,0.009533828,-1.070713,0.798323,0.7030921,0.6689645,0.70369357,-3.19633,-1.2645464,-1.3666477,-1.2162933,-1.0917463,-6.3547273,-0.41408348,-0.3235488,-0.31785727,0.52635,0.00018294304,0.0009121675,0.3867691,0.6119404,0.00019537013
335958870,0.64654404,0.007946173,-0.9161646,0.7530947,0.66747415,0.6385933,0.67159784,-1.4770565,-1.436718,-1.3952389,-1.216217,-1.0633402,-6.55026,-0.52338743,-0.41035223,-0.38498688,0.35158682,0.00017464354,0.00051885936,0.27886274,0.7201026,0.00034118354
336158854,0.6221454,0.006375835,-0.7430566,0.70451486,0.6384127,0.61801136,0.6542199,-0.20363617,-1.2994347,-1.1717472,-0.987483,-0.8564768,-6.7401905,-0.5849924,-0.48322344,-0.45174074,0.21675396,0.0001069126,0.00026170036,0.20565619,0.79341733,0.0005578484
336358858,0.6176291,0.0052780504,-0.5629811,0.67750484,0.6286051,0.61554337,0.6526992,0.26667118,-1.1211519,-0.9885845,-0.82896423,-0.7353487,-6.7978,-0.5129318,-0.4581566,-0.4339323,0.18056297,7.837924e-05,0.00015450903,0.16220011,0.83676153,0.0008055085
336558914,0.6373861,0.0044950945,-0.38636306,0.6812939,0.64419013,0.63627756,0.6717751,0.8748703,-0.7601795,-0.6477175,-0.5177126,-0.45231152,-6.763427,-0.64628696,-0.61878395,-0.5977011,-0.03856373,6.2437364e-05,0.000112276306,0.14040314,0.8581323,0.001289895
336758850,0.661591,0.003939072,-0.22405486,0.69322336,0.66524315,0.6610459,0.6940582,1.2080727,-0.68166256,-0.5925894,-0.4896183,-0.44122028,-6.450838,-0.74115753,-0.72329235,-0.7029619,-0.20627499,6.934753e-05,8.7401444e-05,0.124468245,0.8731486,0.0022263795
336958854,0.6712168,0.0035019445,-0.07863175,0.6917018,0.67208445,0.6710467,0.7026724,1.2273045,-0.8588829,-0.7895813,-0.70809174,-0.67220116,-5.850599,-0.5879803,-0.5757475,-0.5562973,-0.11628246,7.258389e-05,7.258389e-05,0.109789975,0.8867729,0.003292058
338758857,2.9102879,3.7141051,-2.5175688,-1.2609318,-0.004293412,1.2523447,2.508981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
338958861,0.8842796,1.411962,-2.6535378,-1.078913,0.17660044,1.114562,2.1753578,-0.83363914,-1.5687904,-0.8490372,0.33096695,0.34049606,1.7307701,0.7350931,-0.27176,0.10162544,1.3392725,0.05106788,0.08303534,0.2975469,0.40363714,0.1647128
339158885,0.8107455,0.18081094,-2.8920317,-0.69437194,0.45287433,0.9306337,1.6318538,-1.0312996,-2.621769,-1.184515,0.38123703,0.9348297,3.2803755,1.2878227,-0.2720852,0.1731968,1.9167404,0.000113051334,0.00053102965,0.28664327,0.68717927,0.02553332
339358849,0.7181967,0.07129461,-3.1099942,-0.42796165,0.51858723,0.77859217,1.2413118,-0.88336563,-3.0795956,-0.7031765,0.31376457,1.3706932,4.2448516,0.7081809,-0.38139582,0.109717846,1.4429364,6.0983217e-05,6.0983217e-05,0.23715347,0.7604383,0.0022861783
339558849,0.61564624,0.037189435,2.9778173,-0.2704781,0.4812384,0.64975524,0.9683953,-0.75595665,-3.1666431,-0.3014698,0.37843513,1.6092396,5.1705136,-0.20197344,-0.591794,-0.14537764,0.8200741,5.6545687e-05,5.6545687e-05,0.20325585,0.7963932,0.00023776844
339758849,0.52143705,0.02237714,2.819261,-0.15485281,0.426299,0.543396,0.7682701,-0.7051544,-2.9267502,-0.083747864,0.4165764,1.600872,6.209201,-0.7723346,-0.553669,-0.16914368,0.5105195,5.2364343e-05,5.2364343e-05,0.1878795,0.8119634,5.2364343e-05
339958849,0.4753991,0.014049391,2.7088983,-0.0185647,0.40717322,0.48973167,0.6439631,-0.8565254,-2.7152004,0.0065231323,0.41547203,1.5341988,7.6584573,-1.2777255,-0.5772295,-0.23680687,0.2767191,5.181508e-05,5.181508e-05,0.17398751,0.8258571,5.181508e-05
340158849,0.44529328,0.00947122,2.640802,0.10008319,0.39642024,0.4561128,0.56261533,-0.8260269,-2.1269875,0.22615433,0.5507889,1.5407696,9.2556,-1.451663,-0.41837168,-0.1265943,0.22346282,5.1594274e-05,5.1594274e-05,0.18179263,0.81805253,5.1594274e-05
340358852,0.38934174,0.006812966,2.5465817,0.15021737,0.35330755,0.39767772,0.4716742,-0.8532486,-1.671896,0.18967247,0.44888687,1.3115139,10.608303,-1.4446409,-0.32376623,-0.096221924,0.106858015,4.530826e-05,4.530826e-05,0.1885716,0.81129247,4.530826e-05
340558849,0.30616748,0.004954376,2.419329,0.1479064,0.27894443,0.3125893,0.3608939,-0.13767624,-1.3467922,0.22736168,0.46661377,1.2555885,12.7393875,-1.5024351,-0.43137527,-0.2530502,-0.149665,4.8927224e-05,4.8927224e-05,0.19195686,0.8078964,4.8927224e-05
340758849,0.18906547,0.0035401674,2.2510145,0.089411795,0.16848494,0.1939358,0.21955732,2.236988,-1.1051083,0.263834,0.5125885,1.2425194,15.866929,-1.5921459,-0.675236,-0.5486206,-0.544886,6.589594e-05,6.589594e-05,0.19343902,0.80636334,6.589594e-05
340958852,0.07355302,0.0026036995,2.0915084,0.008889125,0.05782883,0.07745102,0.08718058,4.749962,-0.7150688,0.33146477,0.557518,1.1415405,18.30168,-1.4988792,-0.71183634,-0.627321,-0.70419407,7.258504e-05,7.258504e-05,0.20176284,0.79801947,7.258504e-05
341158851,-0.015036777,0.0021536609,1.9636797,-0.061482325,-0.027871022,-0.011763744,-0.011168961,6.9295177,-0.44609833,0.34160042,0.53746223,0.9722557,19.952726,-1.6564789,-0.9794893,-0.9244795,-1.0425463,0.000110589586,0.000110589586,0.20914918,0.7905191,0.000110589586
341358852,-0.08375455,0.0018294425,1.8612984,-0.11931148,-0.09455197,-0.080881305,-0.085781254,8.811689,-0.2807808,0.33794022,0.5090256,0.8278694,21.25476,-1.6327181,-1.0525694,-1.0162396,-1.1444387,0.0001259222,0.0001259222,0.21832682,0.7812955,0.0001259222
341558849,-0.14272399,0.0015220114,1.7756802,-0.17089778,-0.15191768,-0.14005923,-0.14843097,10.2116165,-0.0864315,0.4092865,0.55672264,0.78918076,22.282095,-1.4573956,-0.9588556,-0.93367195,-1.0584526,0.00010868434,0.00010868434,0.23294984,0.76672405,0.00010868434
341758851,-0.1994038,0.0012958985,1.6922791,-0.2225488,-0.20747669,-0.19696371,-0.2073153,11.209278,-0.17989922,0.22375488,0.35142326,0.5202522,23.015202,-1.3747196,-0.9502573,-0.93393326,-1.0503483,9.106204e-05,9.106204e-05,0.23999153,0.7597353,9.106204e-05
341958851,-0.26370385,0.0012395296,1.6023672,-0.28343996,-0.2709255,-0.26147157,-0.27307826,12.924715,-0.15096474,0.18873215,0.30405045,0.4217682,23.753738,-1.4105902,-1.0499144,-1.0414562,-1.1425543,0.000110038374,0.000110038374,0.2468394,0.75283045,0.000110038374
342158849,-0.33255908,0.0012773583,1.5077558,-0.349936,-0.33909568,-0.33053362,-0.34290695,15.019352,-0.17977142,0.11337471,0.22011185,0.29465675,24.409714,-1.494277,-1.1907835,-1.190052,-1.2727785,0.00015119757,0.00015119757,0.2529858,0.7465606,0.00015119757
342358853,-0.40285346,0.0012003833,1.4124079,-0.41840866,-0.40875828,-0.40098092,-0.41382045,17.023533,-0.2002182,0.054546356,0.15188217,0.19330788,24.821686,-1.4538965,-1.1996937,-1.205143,-1.269125,0.00015356246,0.00015356246,0.25929186,0.74024755,0.00015356246
342558852,-0.46944046,0.0013381977,1.3224691,-0.48368376,-0.47481787,-0.467736,-0.480857,19.317856,-0.13485336,0.089883804,0.17943001,0.19291687,25.053747,-1.528799,-1.3173132,-1.3281765,-1.3734274,0.00021856953,0.00021856953,0.26984403,0.72950035,0.00021856953
342758901,-0.5253102,0.00131568,1.24373,-0.5384683,-0.5302,-0.52372104,-0.5369171,21.158945,-0.20002174,-0.001291275,0.07959366,0.07294464,25.140392,-1.5127068,-1.338067,-1.3524599,-1.3821507,0.00023147953,0.00023147953,0.27925804,0.7200475,0.00023147953
