timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
372716494,65333,1,1,1,0,0,0,0,0
373218178,65333,1,1,1,0,0,0,0,0
373725513,65333,1,1,1,0,0,0,0,0
374227235,65333,1,1,1,0,0,0,0,0
374733402,65333,1,1,1,0,0,0,0,0
375236547,65333,1,1,1,0,0,0,0,0
375738421,65333,1,1,1,0,0,0,0,0
376242229,65333,1,1,1,0,0,0,0,0
376745502,65333,1,1,1,0,0,0,0,0
377247253,65333,1,1,1,0,0,0,0,0
377749307,65333,1,1,1,0,0,0,0,0
378254179,65333,1,1,1,0,0,0,0,0
378758173,65333,1,1,1,0,0,0,0,0
379265557,65333,1,1,1,0,0,0,0,0
379768367,65333,1,1,1,0,0,0,0,0
380273997,65333,1,1,1,0,0,0,0,0
381785540,65333,1,1,1,0,0,0,0,0
382287218,65333,1,1,1,0,0,0,0,0
382793489,65333,1,1,1,0,0,0,0,0
383296463,65333,1,1,1,0,0,0,0,0
383798216,65333,1,1,1,0,0,0,0,0
384807184,65333,1,1,1,0,0,0,0,0
385313355,65333,1,1,1,0,0,0,0,0
385816689,65333,1,1,1,0,0,0,0,0
386318204,65333,1,1,1,0,0,0,0,0
386825506,65333,1,1,1,0,0,0,0,0
387327723,65333,1,1,1,0,0,0,0,0
387836098,65333,1,1,1,0,0,0,0,0
388338218,65333,1,1,1,0,0,0,0,0
388853626,65333,1,1,1,0,0,0,0,0
391376430,65333,1,1,1,0,0,0,0,0
391878177,65333,1,1,1,0,0,0,0,0
392385873,65333,1,1,1,0,0,0,0,0
392896435,65333,1,1,1,0,0,0,0,0
393398177,65333,1,1,1,0,0,0,0,0
393907224,65333,1,1,1,0,0,0,0,0
394413496,65333,1,1,1,0,0,0,0,0
394916432,65333,1,1,1,0,0,0,0,0
395418297,65333,1,1,1,0,0,0,0,0
395925392,65333,1,1,1,0,0,0,0,0
396427178,65333,1,1,1,0,0,0,0,0
396936697,65333,1,1,1,0,0,0,0,0
397445253,65333,1,1,1,0,0,0,0,0
