timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
65628862,0.0988186,0.09881763,0.21409628,0.28965643,0.28965423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404271,0.0,0.0,nan,0.0,0.0,0.09016586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65828849,0.09881316,0.09881252,0.21407874,0.28967398,0.28967193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404566,0.0,0.0,nan,0.0,0.0,0.0901655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66028861,0.0988089,0.098808564,0.21411918,0.2896876,0.28968576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404499,0.0,0.0,nan,0.0,0.0,0.09016517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66228849,0.09880444,0.09880434,0.2140995,0.28969806,0.2896964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404977,0.0,0.0,nan,0.0,0.0,0.09016482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66428849,0.09880187,0.09880197,0.21408057,0.29072884,0.29072735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404192,0.0,0.0,nan,0.0,0.0,0.090164475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66628858,0.098800674,0.09880093,0.21406138,0.29074508,0.29074377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404139,0.0,0.0,nan,0.0,0.0,0.09016414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67428849,0.098806426,0.09880707,0.21405159,0.28977165,0.28977096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404312,0.0,0.0,nan,0.0,0.0,0.09016283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67828849,0.098801136,0.098801784,0.21407446,0.28975895,0.28975853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404547,0.0,0.0,nan,0.0,0.0,0.090162195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68028849,0.09879964,0.09880032,0.21411502,0.28975305,0.28975275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404482,0.0,0.0,nan,0.0,0.0,0.09016188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68228852,0.09879864,0.09879931,0.2140955,0.28974763,0.2897474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.404954,0.0,0.0,nan,0.0,0.0,0.09016158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
