timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
59902241,49.08965248031407,2.1103904912161804,86.70456,-0.70271504,-4.6683397,-0.081446305,0.5793373,1,1,0
333853438,49.089652964299226,2.110381681476485,85.8554,-0.64889777,-5.3098564,0.7677179,0.40471047,1,1,0
456253345,49.089555177498646,2.110150697099581,85.60821,-11.522252,-22.12996,1.014908,2.974221,1,1,0
