timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
65930795,25.42,25.488592,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.248099,4.248099,4.248099,4.248099,4.248099,4.248099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
66229212,25.4282,25.486044,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.247674,4.247674,4.247674,4.247674,4.247674,4.247674,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
66529206,25.4692,25.48245,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.247075,4.247075,4.247075,4.247075,4.247075,4.247075,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
68029206,25.502,25.47096,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.24516,4.24516,4.24516,4.24516,4.24516,4.24516,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
68330734,25.4692,25.47429,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245715,4.245715,4.245715,4.245715,4.245715,4.245715,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
68629208,25.4856,25.47415,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245692,4.245692,4.245692,4.245692,4.245692,4.245692,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
68929207,25.4364,25.476555,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2460923,4.2460923,4.2460923,4.2460923,4.2460923,4.2460923,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
69229209,25.4692,25.476147,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2460246,4.2460246,4.2460246,4.2460246,4.2460246,4.2460246,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
69529209,25.461,25.474014,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245669,4.245669,4.245669,4.245669,4.245669,4.245669,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
69829209,25.493801,25.473097,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2455163,4.2455163,4.2455163,4.2455163,4.2455163,4.2455163,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
70129207,25.502,25.473873,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2456455,4.2456455,4.2456455,4.2456455,4.2456455,4.2456455,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
70429214,25.4692,25.475462,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.24591,4.24591,4.24591,4.24591,4.24591,4.24591,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
70729216,25.502,25.477127,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2461877,4.2461877,4.2461877,4.2461877,4.2461877,4.2461877,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
71029206,25.493801,25.475527,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245921,4.245921,4.245921,4.245921,4.245921,4.245921,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
71329230,25.4692,25.472685,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2454476,4.2454476,4.2454476,4.2454476,4.2454476,4.2454476,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
71629207,25.502,25.471588,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2452645,4.2452645,4.2452645,4.2452645,4.2452645,4.2452645,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
71929208,25.4528,25.473585,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2455974,4.2455974,4.2455974,4.2455974,4.2455974,4.2455974,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
72231198,25.4774,25.47246,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.24541,4.24541,4.24541,4.24541,4.24541,4.24541,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
72530808,25.4692,25.47369,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245615,4.245615,4.245615,4.245615,4.245615,4.245615,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
72829217,25.461,25.47249,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245415,4.245415,4.245415,4.245415,4.245415,4.245415,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
73129206,25.493801,25.47251,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245418,4.245418,4.245418,4.245418,4.245418,4.245418,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
73429218,25.4282,25.472261,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245377,4.245377,4.245377,4.245377,4.245377,4.245377,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
73729207,25.493801,25.473026,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2455044,4.2455044,4.2455044,4.2455044,4.2455044,4.2455044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
74029209,25.4528,25.47235,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2453914,4.2453914,4.2453914,4.2453914,4.2453914,4.2453914,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
74329208,25.4856,25.473392,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2455654,4.2455654,4.2455654,4.2455654,4.2455654,4.2455654,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
74629214,25.4774,25.473545,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2455907,4.2455907,4.2455907,4.2455907,4.2455907,4.2455907,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
74929208,25.493801,25.474598,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245766,4.245766,4.245766,4.245766,4.245766,4.245766,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
75229207,25.461,25.47249,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.245415,4.245415,4.245415,4.245415,4.245415,4.245415,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
75529208,25.4692,25.474413,0.0,0.0,0.0,0.0,1.0,1.0,nan,6,4.2457356,4.2457356,4.2457356,4.2457356,4.2457356,4.2457356,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
