timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
65688849,32767,32767,32767,32767,32767,32767
65693852,-7,32767,32767,32767,32767,32767
65698849,32767,32767,32767,32767,32767,32767
65703856,1,32767,32767,-23,-41,32767
65708849,32767,32767,32767,32767,32767,32767
65713852,7,32767,32767,32767,32767,32767
65718851,32767,32767,32767,32767,32767,32767
65723849,32767,32767,32767,32767,-41,32767
65728849,-35,32767,32767,32767,32767,32767
65733852,32767,32767,32767,32767,32767,32767
65738899,-28,32767,32767,32767,32767,32767
65743853,32767,32767,32767,32767,-41,32767
65748858,-21,32767,32767,32767,32767,32767
65753852,32767,32767,32767,-19,32767,32767
65758853,-12,32767,32767,32767,32767,32767
65763851,32767,32767,32767,32767,-41,32767
65768849,-5,32767,32767,32767,32767,32767
65773852,32767,32767,32767,32767,32767,32767
65778857,2,32767,32767,32767,32767,32767
65783849,32767,32767,32767,32767,-40,32767
65788849,32767,32767,32767,32767,32767,32767
65793856,-41,32767,32767,32767,32767,32767
65798852,32767,32767,32767,32767,32767,32767
65803851,-34,32767,32767,32767,-40,32767
65808849,32767,32767,32767,32767,32767,32767
65813858,-26,32767,32767,-17,32767,32767
65818849,32767,32767,32767,32767,32767,32767
65823850,-18,32767,32767,32767,-40,32767
65828849,32767,32767,32767,32767,32767,32767
65833856,-11,32767,32767,32767,32767,32767
65838852,32767,32767,32767,32767,32767,32767
65843890,-3,32767,32767,32767,-40,32767
65848849,32767,32767,32767,32767,32767,32767
65853852,3,32767,32767,32767,32767,32767
65858849,32767,32767,32767,32767,32767,32767
65863849,32767,32767,32767,-14,-40,32767
65868849,-39,32767,32767,32767,32767,32767
65873852,32767,32767,32767,32767,32767,32767
65878857,-32,32767,32767,32767,32767,32767
65883849,32767,32767,32767,32767,-41,32767
65888849,-25,32767,32767,32767,32767,32767
65893864,32767,32767,32767,32767,32767,32767
65898852,-18,32767,32767,32767,32767,32767
65903858,32767,32767,32767,32767,-41,32767
65908849,-10,32767,32767,32767,32767,32767
65913852,32767,32767,32767,-11,32767,32767
65918854,-3,32767,32767,32767,32767,32767
65923849,32767,32767,32767,32767,-41,32767
65928852,4,32767,32767,32767,32767,32767
65933852,32767,32767,32767,32767,32767,32767
65938849,32767,32767,32767,32767,32767,32767
65943858,-36,32767,32767,32767,-41,32767
65948890,32767,32767,32767,32767,32767,32767
65953852,-28,32767,32767,32767,32767,32767
65958849,32767,32767,32767,32767,32767,32767
65963851,-19,32767,32767,32767,-41,32767
65968861,32767,32767,32767,32767,32767,32767
65973852,-12,32767,32767,-9,32767,32767
65978849,32767,32767,32767,32767,32767,32767
65983849,-5,32767,32767,32767,-41,32767
65988852,32767,32767,32767,32767,32767,32767
65993854,2,32767,32767,32767,32767,32767
65998852,32767,32767,32767,32767,32767,32767
66003854,32767,32767,32767,32767,-41,32767
66008851,-41,32767,32767,32767,32767,32767
66013852,32767,32767,32767,32767,32767,32767
66018857,-34,32767,32767,32767,32767,32767
66023857,32767,32767,32767,-2,-41,32767
66028861,-26,32767,32767,32767,32767,32767
66033875,32767,32767,32767,32767,32767,32767
66038874,-18,32767,32767,32767,32767,32767
66043878,32767,32767,32767,32767,-41,32767
66048882,-11,32767,32767,32767,32767,32767
66053898,32767,32767,32767,32767,32767,32767
66058892,-4,32767,32767,32767,32767,32767
66063890,32767,32767,32767,32767,-41,32767
66068899,4,32767,32767,32767,32767,32767
66073932,32767,32767,32767,0,32767,32767
66078879,32767,32767,32767,32767,32767,32767
66083861,-37,32767,32767,32767,-41,32767
66088853,32767,32767,32767,32767,32767,32767
66093855,-30,32767,32767,32767,32767,32767
66098849,32767,32767,32767,32767,32767,32767
66103849,-22,32767,32767,32767,-41,32767
66108849,32767,32767,32767,32767,32767,32767
66113852,-15,32767,32767,32767,32767,32767
66118849,32767,32767,32767,32767,32767,32767
66123849,-8,32767,32767,32767,-41,32767
66128849,32767,32767,32767,32767,32767,32767
66133852,-1,32767,32767,4,32767,32767
66138849,32767,32767,32767,32767,32767,32767
66143852,6,32767,32767,32767,-41,32767
66148849,32767,32767,32767,32767,32767,32767
66153852,32767,32767,32767,32767,32767,32767
66158896,-37,32767,32767,32767,32767,32767
66163849,32767,32767,32767,32767,-41,32767
66168849,-30,32767,32767,32767,32767,32767
66173853,32767,32767,32767,32767,32767,32767
66178849,-22,32767,32767,32767,32767,32767
66183849,32767,32767,32767,9,-41,32767
66188849,-15,32767,32767,32767,32767,32767
66193854,32767,32767,32767,32767,32767,32767
66198849,-8,32767,32767,32767,32767,32767
66203849,32767,32767,32767,32767,-41,32767
66208857,0,32767,32767,32767,32767,32767
66213852,32767,32767,32767,32767,32767,32767
66218858,7,32767,32767,32767,10,32767
66223862,32767,32767,32767,32767,32767,32767
66228849,32767,32767,32767,32767,32767,32767
66233852,-36,32767,32767,10,32767,32767
66238849,32767,32767,32767,32767,32767,32767
66243849,-28,32767,32767,32767,-41,32767
66248849,32767,32767,32767,32767,32767,32767
66253863,-21,32767,32767,32767,32767,32767
66258850,32767,32767,32767,32767,32767,32767
66263909,-15,32767,32767,32767,-41,32767
66268849,32767,32767,32767,32767,32767,32767
66273853,-7,32767,32767,32767,32767,32767
66278857,32767,32767,32767,32767,32767,32767
66283851,0,32767,32767,32767,-40,32767
66288849,32767,32767,32767,32767,32767,32767
66293857,7,32767,32767,32767,32767,32767
66298851,32767,32767,32767,-37,32767,32767
66303853,32767,32767,32767,32767,-41,32767
66308849,-35,32767,32767,32767,32767,32767
66313857,32767,32767,32767,32767,32767,32767
66318849,-28,32767,32767,32767,32767,32767
66323849,32767,32767,32767,32767,-41,32767
66328849,-21,32767,32767,32767,32767,32767
66333854,32767,32767,32767,32767,32767,32767
66338849,-14,32767,32767,32767,32767,32767
66343849,32767,32767,32767,32767,-41,32767
66348849,-7,32767,32767,-34,32767,32767
66353852,32767,32767,32767,32767,32767,32767
66358850,0,32767,32767,32767,32767,32767
66363851,32767,32767,32767,32767,-41,32767
66368890,8,32767,32767,32767,32767,32767
66373857,32767,32767,32767,32767,32767,32767
66378868,32767,32767,32767,32767,32767,32767
66383851,-35,32767,32767,32767,-41,32767
66388850,32767,32767,32767,32767,32767,32767
66393863,-28,32767,32767,32767,32767,32767
66398851,32767,32767,32767,-28,32767,32767
66403851,-21,32767,32767,32767,-41,32767
66408849,32767,32767,32767,32767,32767,32767
66413852,-14,32767,32767,32767,32767,32767
66418849,32767,32767,32767,32767,32767,32767
66423849,-7,32767,32767,32767,-41,32767
66428849,32767,32767,32767,32767,32767,32767
66433854,0,32767,32767,32767,32767,32767
66438856,32767,32767,32767,32767,32767,32767
66443898,8,32767,32767,32767,-41,32767
66448849,32767,32767,32767,32767,32767,32767
66453852,32767,32767,32767,32767,32767,32767
66458851,-35,32767,32767,-24,32767,32767
66463849,32767,32767,32767,32767,-41,32767
66468849,-28,32767,32767,32767,32767,32767
66473896,32767,32767,32767,32767,32767,32767
66478852,-19,32767,32767,32767,32767,32767
66483853,32767,32767,32767,32767,-41,32767
66488854,-12,32767,32767,32767,32767,32767
66493852,32767,32767,32767,32767,32767,32767
66498853,-5,32767,32767,32767,32767,32767
66503849,32767,32767,32767,32767,-41,32767
66508849,2,32767,32767,-19,32767,32767
66513852,32767,32767,32767,32767,32767,32767
66518852,32767,32767,32767,32767,32767,32767
66523858,-41,32767,32767,32767,-41,32767
66528849,32767,32767,32767,32767,32767,32767
66533852,-34,32767,32767,32767,32767,32767
66538852,32767,32767,32767,32767,32767,32767
66543849,-27,32767,32767,32767,-41,32767
66548858,32767,32767,32767,32767,32767,32767
66553852,-18,32767,32767,32767,32767,32767
66558849,32767,32767,32767,-17,32767,32767
66563851,-11,32767,32767,32767,-41,32767
66568849,32767,32767,32767,32767,32767,32767
66573854,-4,32767,32767,32767,32767,32767
66578910,32767,32767,32767,32767,32767,32767
66583861,4,32767,32767,32767,-41,32767
66588849,32767,32767,32767,32767,32767,32767
66593857,32767,32767,32767,32767,32767,32767
66598852,-39,32767,32767,32767,32767,32767
66603850,32767,32767,32767,32767,-41,32767
66613852,32767,32767,32767,32767,32767,32767
66618856,-25,32767,32767,-14,32767,32767
66623849,32767,32767,32767,32767,-41,32767
66628858,-18,32767,32767,32767,32767,32767
66633852,32767,32767,32767,32767,32767,32767
66643849,32767,32767,32767,32767,-41,32767
66648858,-3,32767,32767,32767,32767,32767
66653852,32767,32767,32767,32767,32767,32767
66658852,6,32767,32767,32767,32767,32767
66663849,32767,32767,32767,32767,-41,32767
66668851,32767,32767,32767,-12,32767,32767
66673852,-36,32767,32767,32767,32767,32767
66678852,32767,32767,32767,32767,32767,32767
66683909,-29,32767,32767,32767,-41,32767
66688849,32767,32767,32767,32767,32767,32767
66693852,-21,32767,32767,32767,32767,32767
66698853,32767,32767,32767,32767,32767,32767
66703889,-12,32767,32767,32767,-41,32767
66708851,32767,32767,32767,32767,32767,32767
66713851,-5,32767,32767,32767,32767,32767
66718854,32767,32767,32767,-10,32767,32767
66723854,2,32767,32767,32767,-41,32767
66728849,32767,32767,32767,32767,32767,32767
66733854,32767,32767,32767,32767,32767,32767
67423849,-24,32767,32767,32767,-41,32767
67428849,32767,32767,32767,32767,32767,32767
67433855,-17,32767,32767,-13,32767,32767
67798854,-21,32767,32767,32767,32767,32767
67803849,32767,32767,32767,32767,-41,32767
67808849,-13,32767,32767,-39,32767,32767
67813854,32767,32767,32767,32767,32767,32767
67818854,-6,32767,32767,32767,32767,32767
67823850,32767,32767,32767,32767,-41,32767
67828849,2,32767,32767,32767,32767,32767
67833852,32767,32767,32767,32767,32767,32767
67838896,32767,32767,32767,32767,32767,32767
67843855,-41,32767,32767,32767,-41,32767
67848852,32767,32767,32767,32767,32767,32767
67853852,-34,32767,32767,32767,32767,32767
67858862,32767,32767,32767,32767,32767,32767
67863850,-27,32767,32767,32767,-41,32767
67868849,32767,32767,32767,-35,32767,32767
67873854,-19,32767,32767,32767,32767,32767
67878849,32767,32767,32767,32767,32767,32767
67883849,-12,32767,32767,32767,-41,32767
67888849,32767,32767,32767,32767,32767,32767
67893852,-5,32767,32767,32767,32767,32767
67898852,32767,32767,32767,32767,32767,32767
67903858,6,32767,32767,32767,-41,32767
67908859,32767,32767,32767,32767,32767,32767
67913858,32767,32767,32767,32767,32767,32767
67918855,-37,32767,32767,-27,32767,32767
67923854,32767,32767,32767,32767,-41,32767
67928850,-30,32767,32767,32767,32767,32767
67933852,32767,32767,32767,32767,32767,32767
67938851,-23,32767,32767,32767,32767,32767
67943892,32767,32767,32767,32767,-40,32767
67948849,-16,32767,32767,32767,32767,32767
67953852,32767,32767,32767,32767,32767,32767
67958849,-8,32767,32767,32767,32767,32767
67963881,32767,32767,32767,32767,-40,32767
67968849,-1,32767,32767,-24,32767,32767
67973853,32767,32767,32767,32767,32767,32767
67978865,6,32767,32767,32767,32767,32767
67983851,32767,32767,32767,32767,-40,32767
67988849,32767,32767,32767,32767,32767,32767
67993853,-37,32767,32767,32767,32767,32767
67998849,32767,32767,32767,32767,9,32767
68003849,-30,32767,32767,32767,32767,32767
68008849,32767,32767,32767,32767,32767,32767
68013854,-23,32767,32767,32767,32767,32767
68018855,32767,32767,32767,32767,32767,32767
68023849,-16,32767,32767,32767,-41,32767
68028849,32767,32767,32767,-19,32767,32767
68033878,-7,32767,32767,32767,32767,32767
68038849,32767,32767,32767,32767,32767,32767
68043863,1,32767,32767,32767,-41,32767
68048903,32767,32767,32767,32767,32767,32767
68053852,8,32767,32767,32767,32767,32767
68058849,32767,32767,32767,32767,32767,32767
68063849,32767,32767,32767,32767,-41,32767
68068849,-35,32767,32767,32767,32767,32767
68073852,32767,32767,32767,32767,32767,32767
68078849,-28,32767,32767,-18,32767,32767
68083849,32767,32767,32767,32767,-41,32767
68088849,-19,32767,32767,32767,32767,32767
68093852,32767,32767,32767,32767,32767,32767
68098849,-12,32767,32767,32767,32767,32767
68103849,32767,32767,32767,32767,-41,32767
68108849,-5,32767,32767,32767,32767,32767
68113852,32767,32767,32767,32767,32767,32767
68118850,2,32767,32767,32767,32767,32767
68123849,32767,32767,32767,32767,-41,32767
68128849,32767,32767,32767,-15,32767,32767
68133852,-41,32767,32767,32767,32767,32767
68138849,32767,32767,32767,32767,32767,32767
68143849,-34,32767,32767,32767,-41,32767
68148850,32767,32767,32767,32767,32767,32767
68153883,-27,32767,32767,32767,32767,32767
68158843,32767,32767,32767,32767,32767,32767
68163851,-19,32767,32767,32767,-41,32767
