timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid
66728849,15448849,49.0896588,2.1104546,-0.64261365,-4.712936,-0.0912383,0.0018455337,0.0027404597,0.0,0.020825973,0.014420927,0.01665549,-0.030168502,0.029180843,-0.008581807,0.052221604,-0.0017984661,-0.00053578196,-0.00027073018,0.5782382,0.00507739,86.623116,0.1,0.22880782,0.38963974,0.12452932,0.10489235,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
67828849,15448849,49.0896588,2.1104546,-0.64774656,-4.718923,-0.09455241,0.0018455337,0.0027404597,0.0,0.013157683,0.009043609,0.01941658,-0.011384083,0.029180843,-0.008581807,0.052221604,0.012019054,0.0018668302,0.00045821746,0.57817817,0.00507739,86.623116,0.1,0.23746714,0.39268976,0.12902531,0.10646513,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
67928850,15448849,49.0896588,2.1104546,-0.64906245,-4.7186937,-0.0974228,0.0018455337,0.0027404597,0.0,0.012050426,0.009524102,0.019592563,-0.013025501,0.029180843,-0.008581807,0.052221604,-0.008803896,0.02322423,0.002077286,0.5782912,0.00507739,86.623116,0.1,0.22882715,0.39013287,0.124527,0.10494266,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68028849,15448849,49.0896588,2.1104546,-0.6508744,-4.7184258,-0.10364001,0.0018455337,0.0027404597,0.0,0.010722007,0.009952991,0.018333519,-0.019022707,0.029180843,-0.008581807,0.052221604,-0.006898934,0.0031491385,0.019494254,0.57834506,0.00507739,86.623116,0.1,0.23744309,0.39193437,0.12901975,0.10637726,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68128849,15448849,49.0896588,2.1104546,-0.6523584,-4.7177935,-0.1095887,0.0018455337,0.0027404597,0.0,0.009690102,0.009765555,0.016189806,-0.0249419,0.029180843,-0.008581807,0.052221604,-0.010317063,0.0025572681,-0.03139619,0.57841164,0.00507739,86.623116,0.1,0.22880743,0.3893928,0.12452136,0.10485894,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68228852,15448849,49.0896588,2.1104546,-0.6541304,-4.7167225,-0.11530742,0.0018455337,0.0027404597,0.0,0.008694511,0.009986513,0.014672296,-0.029302608,0.029180843,-0.008581807,0.052221604,0.007618853,0.004737506,-0.018965347,0.5783582,0.00507739,86.623116,0.1,0.23742099,0.39117566,0.12900995,0.1062883,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68328849,15448849,49.0896588,2.1104546,-0.6557119,-4.7157464,-0.11898025,0.0018455337,0.0027404597,0.0,0.0076280897,0.010071265,0.013434903,-0.030869406,0.029180843,-0.008581807,0.052221604,0.0036178376,0.0014805924,0.03651138,0.57833445,0.00507739,86.623116,0.1,0.22878914,0.39107618,0.12451924,0.10503535,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68428849,15448849,49.0896588,2.1104546,-0.6577964,-4.7150054,-0.12169495,0.0018455337,0.0027404597,0.0,0.0066957874,0.009796296,0.012981049,-0.030615887,0.029180843,-0.008581807,0.052221604,0.014599305,-0.0006908122,-0.0063346727,0.5784349,0.00507739,86.623116,0.1,0.23740096,0.39289108,0.12901263,0.106474146,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68528852,15448849,49.0896588,2.1104546,-0.6593399,-4.7144723,-0.12456882,0.0018455337,0.0027404597,0.0,0.0058080605,0.010682246,0.013244499,-0.029841295,0.029180843,-0.008581807,0.052221604,0.0081343595,0.002248784,-0.02203917,0.5785272,0.00507739,86.623116,0.101174496,0.22877273,0.39034027,0.12452158,0.10495425,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68628849,15448849,49.0896588,2.1104546,-0.660764,-4.7144957,-0.12619327,0.0018455337,0.0027404597,0.0,0.0046016406,0.010087385,0.012625561,-0.02883272,0.029180843,-0.008581807,0.052221604,0.0039763525,-0.02326846,0.016149689,0.5785297,0.00507739,86.623116,0.1008782,0.23738323,0.3921533,0.1290088,0.10639226,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68728849,15448849,49.0896588,2.1104546,-0.662222,-4.7137437,-0.12794268,0.0018455337,0.0027404597,0.0,0.0037093249,0.009990555,0.012723714,-0.02748632,0.029180843,-0.008581807,0.052221604,0.008828212,0.018031824,0.0044381213,0.5785988,0.00507739,86.623116,0.1,0.22885704,0.3896153,0.12460726,0.104887396,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68828849,15448849,49.0896588,2.1104546,-0.6639448,-4.7121487,-0.13049178,0.0018455337,0.0027404597,0.0,0.0032180937,0.01040438,0.011764949,-0.028058097,0.029180843,-0.008581807,0.052221604,0.0066321227,-0.003374066,0.007884015,0.57862425,0.00507739,86.623116,0.1,0.23747702,0.39139387,0.12910084,0.106315784,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
68928899,15448849,49.0896588,2.1104546,-0.6651846,-4.7111416,-0.13420135,0.0018455337,0.0027404597,0.0,0.0034468512,0.010823776,0.012304881,-0.028264092,0.029180843,-0.008581807,0.052221604,0.008483921,0.006808428,0.03694356,0.5786899,0.00507739,86.623116,0.1,0.2289343,0.39129376,0.12468279,0.10507392,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69028849,15448849,49.0896588,2.1104546,-0.66612166,-4.7107296,-0.13823567,0.0018455337,0.0027404597,0.0,0.0034790188,0.010921493,0.01131007,-0.03018135,0.029180843,-0.008581807,0.052221604,0.014304874,-0.0077959825,0.0021507933,0.5787966,0.00507739,86.623116,0.1,0.23756254,0.39310503,0.12917714,0.10651201,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69128849,15448849,49.0896588,2.1104546,-0.66669744,-4.7106104,-0.14219117,0.0018455337,0.0027404597,0.0,0.003011532,0.010718862,0.010668129,-0.03147403,0.029180843,-0.008581807,0.052221604,-0.009920406,0.01699301,0.008086671,0.5788419,0.00507739,86.623116,0.1,0.22900482,0.39054155,0.12474213,0.104999915,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69228849,15448849,49.0896588,2.1104546,-0.6670892,-4.710875,-0.14613542,0.0018455337,0.0027404597,0.0,0.0027069799,0.010115637,0.009310376,-0.033305507,0.029180843,-0.008581807,0.052221604,0.00044568797,-0.0054136585,0.005586256,0.57877904,0.00507739,86.623116,0.1,0.23763995,0.3923433,0.12923667,0.10643518,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69328849,15448849,49.0896588,2.1104546,-0.66677463,-4.7105794,-0.15034355,0.0018455337,0.0027404597,0.0,0.0031749932,0.010471448,0.009013144,-0.034210812,0.029180843,-0.008581807,0.052221604,0.002814251,0.010246255,0.021106703,0.57873946,0.00507739,86.623116,0.1,0.22896923,0.3897884,0.12470413,0.10491287,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69428849,15448849,49.0896588,2.1104546,-0.6654837,-4.709533,-0.15481263,0.0018455337,0.0027404597,0.0,0.0047003226,0.010662127,0.008560461,-0.03544952,0.029180843,-0.008581807,0.052221604,0.013683932,0.002779986,0.032036766,0.5787196,0.00507739,86.623116,0.1,0.23759979,0.3915799,0.12919949,0.106345154,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69528851,15448849,49.0896588,2.1104546,-0.6641599,-4.708519,-0.16002753,0.0018455337,0.0027404597,0.0,0.0065237954,0.009677832,0.0078264605,-0.037583508,0.029180843,-0.008581807,0.052221604,-0.005285873,-0.0068980358,0.0014474584,0.57881516,0.00507739,86.623116,0.1,0.22903569,0.38904744,0.12476081,0.1048408,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69628889,15448849,49.0896588,2.1104546,-0.6628874,-4.707531,-0.16498122,0.0018455337,0.0027404597,0.0,0.00687476,0.01006131,0.0066672177,-0.039606497,0.029180843,-0.008581807,0.052221604,0.003870336,-0.0054334197,0.013289412,0.5789866,0.00507739,86.623116,0.1,0.23767279,0.39329776,0.12925224,0.10654255,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69728893,15448849,49.0896588,2.1104546,-0.6623182,-4.7058954,-0.16792947,0.0018455337,0.0027404597,0.0,0.0071474775,0.010811062,0.0065337634,-0.03848268,0.029180843,-0.008581807,0.052221604,0.0006969218,0.0033421349,-0.0036681872,0.5790032,0.00507739,86.623116,0.10473914,0.22905163,0.39074042,0.124797344,0.105031624,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69828849,15448849,49.0896588,2.1104546,-0.66264504,-4.703517,-0.16947375,0.0018455337,0.0027404597,0.0,0.0056860186,0.012606683,0.006535435,-0.036070827,0.029180843,-0.008581807,0.052221604,-0.004584774,0.024607452,-0.003676575,0.5789506,0.00507739,86.623116,0.10349775,0.2376928,0.39254695,0.12929252,0.10646831,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
69928851,15448849,49.0896588,2.1104546,-0.66347265,-4.7007456,-0.17134699,0.0018455337,0.0027404597,0.0,0.004611253,0.0140927555,0.007050952,-0.033755872,0.029180843,-0.008581807,0.052221604,0.009502773,-0.0034039554,-0.005456343,0.57893026,0.00507739,86.623116,0.10311671,0.22896808,0.38999748,0.12473624,0.10494683,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70028884,15448849,49.0896588,2.1104546,-0.66548765,-4.6972027,-0.17390396,0.0018455337,0.0027404597,0.0,0.0028247654,0.015455759,0.0057085156,-0.034140825,0.029180843,-0.008581807,0.052221604,-0.009030524,0.010772525,0.0128337005,0.57891005,0.00507739,86.623116,0.1,0.23760217,0.39180213,0.12923244,0.10638264,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70128849,15448849,49.0896588,2.1104546,-0.6670264,-4.6943135,-0.1776834,0.0018455337,0.0027404597,0.0,0.0018814099,0.016310308,0.005197097,-0.034938116,0.029180843,-0.008581807,0.052221604,-0.0099453265,0.009075941,0.003280635,0.57886565,0.00507739,86.623116,0.1,0.22889324,0.38926727,0.12468889,0.104865044,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70228851,15448849,49.0896588,2.1104546,-0.6682392,-4.692252,-0.18292555,0.0018455337,0.0027404597,0.0,0.0013588754,0.017317317,0.0036136312,-0.03806276,0.029180843,-0.008581807,0.052221604,-0.0012163214,0.025668694,0.003052512,0.57888556,0.00507739,86.623116,0.1,0.23752157,0.3910617,0.1291853,0.10629771,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70328869,15448849,49.0896588,2.1104546,-0.6694488,-4.690376,-0.18795982,0.0018455337,0.0027404597,0.0,0.0007248372,0.018144425,0.0019007302,-0.040811043,0.029180843,-0.008581807,0.052221604,-0.004801714,0.0068962965,0.006388684,0.5788906,0.00507739,86.623116,0.1,0.2288268,0.3885493,0.12465403,0.104786016,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70428849,15448849,49.0896588,2.1104546,-0.67109364,-4.6889424,-0.19309026,0.0018455337,0.0027404597,0.0,-2.9641404e-05,0.018495757,0.0014457116,-0.042118344,0.029180843,-0.008581807,0.052221604,0.004193421,0.020920858,0.03131758,0.5788264,0.00507739,86.623116,0.1,0.23745047,0.39279243,0.12914698,0.106486574,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70528849,15448849,49.0896588,2.1104546,-0.67251456,-4.6876254,-0.19730945,0.0018455337,0.0027404597,0.0,-0.0013161406,0.018428544,0.0007680355,-0.042620044,0.029180843,-0.008581807,0.052221604,0.0043487977,0.0251836,-0.00044126378,0.5788005,0.00507739,86.623116,0.104542546,0.22876786,0.3902464,0.12462711,0.10496643,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70628849,15448849,49.0896588,2.1104546,-0.67397773,-4.6866746,-0.19962315,0.0018455337,0.0027404597,0.0,-0.0022257795,0.01777206,0.0010266935,-0.040358666,0.029180843,-0.008581807,0.052221604,-0.007458558,-0.015667103,-0.019345623,0.57878435,0.00507739,86.623116,0.10462282,0.23738764,0.3920628,0.12911382,0.10640516,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70728849,15448849,49.0896588,2.1104546,-0.6755857,-4.685425,-0.20213328,0.0018455337,0.0027404597,0.0,-0.003050126,0.017520227,0.00035901956,-0.03941863,0.029180843,-0.008581807,0.052221604,-0.002554328,0.0066979066,0.0071777003,0.57880735,0.00507739,86.623116,0.10426175,0.22871602,0.38953048,0.12459912,0.10488859,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70828849,15448849,49.0896588,2.1104546,-0.67783964,-4.683703,-0.20453015,0.0018455337,0.0027404597,0.0,-0.0042754603,0.017396394,0.0004231548,-0.037866224,0.029180843,-0.008581807,0.052221604,-0.008015919,-0.017074686,0.0008961155,0.5789688,0.00507739,86.623116,0.103065856,0.23733267,0.3913366,0.12909262,0.10632416,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
70928849,15448849,49.0896588,2.1104546,-0.6799358,-4.682923,-0.20599678,0.0018455337,0.0027404597,0.0,-0.0054983296,0.016893817,0.0013871811,-0.034613207,0.029180843,-0.008581807,0.052221604,-0.016433509,0.004900103,0.01102518,0.5792001,0.00507739,86.623116,0.108776055,0.22867057,0.38881767,0.12457685,0.10481094,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71028854,15448849,49.0896588,2.1104546,-0.6823254,-4.6838026,-0.20680068,0.0018455337,0.0027404597,0.0,-0.008046498,0.016505824,0.0011939381,-0.03224109,0.029180843,-0.008581807,0.052221604,-0.002968873,0.010377287,0.0043273894,0.5793834,0.00507739,86.623116,0.10352636,0.23728468,0.39061365,0.12906995,0.10624332,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71128849,15448849,49.0896588,2.1104546,-0.68457156,-4.685205,-0.2077029,0.0018455337,0.0027404597,0.0,-0.009746403,0.015794165,0.0021224862,-0.029091425,0.029180843,-0.008581807,0.052221604,-0.026968602,0.022077546,0.02662148,0.57950807,0.00507739,86.623116,0.11192698,0.22863084,0.39052477,0.12455813,0.10499332,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71228849,15448849,49.0896588,2.1104546,-0.68692106,-4.6882663,-0.20831095,0.0018455337,0.0027404597,0.0,-0.011543712,0.013761555,0.002146759,-0.026924543,0.029180843,-0.008581807,0.052221604,-0.0060422136,-0.0021598006,-0.011778067,0.57952565,0.00507739,86.623116,0.10515081,0.23724285,0.39234444,0.12905206,0.10643253,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71328849,15448849,49.0896588,2.1104546,-0.6884285,-4.690545,-0.20950378,0.0018455337,0.0027404597,0.0,-0.012313077,0.011682391,0.0031777555,-0.024640081,0.029180843,-0.008581807,0.052221604,-0.009869308,-0.026869245,-0.01737425,0.579553,0.00507739,86.623116,0.1067634,0.2285961,0.38981345,0.12454508,0.104916364,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71428849,15448849,49.0896588,2.1104546,-0.6886256,-4.69245,-0.2104989,0.0018455337,0.0027404597,0.0,-0.011771161,0.00881615,0.0046643,-0.021955498,0.029180843,-0.008581807,0.052221604,0.0033286891,0.01888697,0.03142215,0.5796283,0.00507739,86.623116,0.1025426,0.23720656,0.39162284,0.12903476,0.10635247,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71528849,15448849,49.0896588,2.1104546,-0.68819624,-4.6941805,-0.21081452,0.0018455337,0.0027404597,0.0,-0.011195149,0.0073862798,0.005315413,-0.01958081,0.029180843,-0.008581807,0.052221604,-0.020953368,0.008390353,0.025362048,0.5797135,0.00507739,86.623116,0.11264781,0.2286209,0.38911182,0.12461586,0.10485329,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71628851,15448849,49.0896588,2.1104546,-0.6870495,-4.695787,-0.2087079,0.0018455337,0.0027404597,0.0,-0.0100208195,0.0070669544,0.0076160682,-0.013674704,0.029180843,-0.008581807,0.052221604,-0.011309717,-0.0129277585,-0.010980229,0.5797658,0.00507739,86.623116,0.108259626,0.23723905,0.39092007,0.12910144,0.10628861,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71728851,15448849,49.0896588,2.1104546,-0.68606126,-4.6967635,-0.20602906,0.0018455337,0.0027404597,0.0,-0.0097851185,0.007581263,0.009492354,-0.008151479,0.029180843,-0.008581807,0.052221604,-0.0083728125,0.01739223,-0.01525324,0.57983005,0.00507739,86.623116,0.11684904,0.22854756,0.3908284,0.12457589,0.10503644,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71828893,15448849,49.0896588,2.1104546,-0.68501437,-4.6971936,-0.20384164,0.0018455337,0.0027404597,0.0,-0.008991687,0.008086155,0.011307881,-0.0038370322,0.029180843,-0.008581807,0.052221604,-0.007851033,-0.005575297,0.01203089,0.57986754,0.00507739,86.623116,0.10505507,0.23716186,0.39264342,0.12906596,0.10647408,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
71928849,15448849,49.0896588,2.1104546,-0.6840964,-4.6975994,-0.20369214,0.0018455337,0.0027404597,0.0,-0.008747199,0.008343628,0.011677485,-0.0033519035,0.029180843,-0.008581807,0.052221604,-0.00739455,-0.004837753,0.0018855525,0.57981914,0.00507739,86.623116,0.10189747,0.2284389,0.3900965,0.12453857,0.10495309,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72028849,15448849,49.0896588,2.1104546,-0.6830151,-4.69846,-0.20355292,0.0018455337,0.0027404597,0.0,-0.0073558353,0.007272502,0.01321022,-0.001867894,0.029180843,-0.008581807,0.052221604,-0.0035570764,-0.004599778,0.0067894966,0.5798178,0.00507739,86.623116,0.10168726,0.23704875,0.39190114,0.12902847,0.106387675,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72128849,15448849,49.0896588,2.1104546,-0.6821858,-4.699704,-0.2035245,0.0018455337,0.0027404597,0.0,-0.006291315,0.0063895085,0.013931321,-0.0013279426,0.029180843,-0.008581807,0.052221604,0.008185306,0.0015572626,0.021755505,0.5798353,0.00507739,86.623116,0.1,0.22830023,0.38936055,0.124496505,0.10486856,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72228849,15448849,49.0896588,2.1104546,-0.68151206,-4.702084,-0.204114,0.0018455337,0.0027404597,0.0,-0.0061633275,0.0048073297,0.014514017,-0.0016186254,0.029180843,-0.008581807,0.052221604,-0.02751422,-0.00093626877,-0.025980365,0.57992435,0.00507739,86.623116,0.1,0.2369051,0.39115465,0.12898679,0.10630013,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72328849,15448849,49.0896588,2.1104546,-0.6808321,-4.704044,-0.20483886,0.0018455337,0.0027404597,0.0,-0.00622709,0.0038855725,0.016169189,-0.0007676474,0.029180843,-0.008581807,0.052221604,0.021117304,0.035168927,0.03125574,0.5800176,0.00507739,86.623116,0.10188856,0.22828063,0.39106214,0.12455259,0.10505991,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72428851,15448849,49.0896588,2.1104546,-0.6800439,-4.705604,-0.20500687,0.0018455337,0.0027404597,0.0,-0.0067744753,0.0038224214,0.015594687,-0.0016606838,0.029180843,-0.008581807,0.052221604,-0.010990347,0.012204665,-0.007208626,0.580013,0.00507739,86.623116,0.1,0.2368925,0.39288053,0.12904526,0.10649871,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72528849,15448849,49.0896588,2.1104546,-0.6796571,-4.707172,-0.20602322,0.0018455337,0.0027404597,0.0,-0.0069861254,0.00427825,0.016961323,-0.0013475417,0.029180843,-0.008581807,0.052221604,-0.018639531,0.014361856,5.444029e-05,0.5800045,0.00507739,86.623116,0.1,0.2282245,0.3903361,0.12458945,0.1049904,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72628850,15448849,49.0896588,2.1104546,-0.6796574,-4.708916,-0.20762204,0.0018455337,0.0027404597,0.0,-0.007922991,0.0039429907,0.016252222,-0.0036411933,0.029180843,-0.008581807,0.052221604,-0.015807167,0.010378712,0.013744642,0.57981205,0.00507739,86.623116,0.1,0.23684141,0.39215326,0.1290884,0.10642844,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72728849,15448849,49.0896588,2.1104546,-0.6794743,-4.710125,-0.20994045,0.0018455337,0.0027404597,0.0,-0.008072278,0.003991279,0.017896445,-0.004175551,0.029180843,-0.008581807,0.052221604,0.008033072,0.015351508,-0.00539739,0.57953167,0.00507739,86.623116,0.1,0.22803578,0.38961554,0.12452814,0.104909234,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72828849,15448849,49.0896588,2.1104546,-0.678623,-4.7110434,-0.21287245,0.0018455337,0.0027404597,0.0,-0.0072028353,0.0030587846,0.016945694,-0.007612581,0.029180843,-0.008581807,0.052221604,0.023328608,0.0022515529,0.030242462,0.5793515,0.00507739,86.623116,0.1,0.23664549,0.3914139,0.12901664,0.106341854,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
72928849,15448849,49.0896588,2.1104546,-0.67801166,-4.711578,-0.21588564,0.0018455337,0.0027404597,0.0,-0.0057701115,0.0022775256,0.017564515,-0.009286802,0.029180843,-0.008581807,0.052221604,-0.0058768657,-0.0073866053,-0.04009176,0.57932025,0.00507739,86.623116,0.1,0.22797346,0.38889712,0.124566935,0.104840234,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
73028849,15448849,49.0896588,2.1104546,-0.67764014,-4.7118034,-0.2190369,0.0018455337,0.0027404597,0.0,-0.0061459383,0.0028609254,0.017197281,-0.011756185,0.029180843,-0.008581807,0.052221604,-0.032214347,0.03398335,0.058542,0.5793213,0.00507739,86.623116,0.1,0.23658848,0.39069405,0.12905787,0.10627222,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
73128854,15448849,49.0896588,2.1104546,-0.6768107,-4.712199,-0.22071876,0.0018455337,0.0027404597,0.0,-0.0057728034,0.00386267,0.017428063,-0.012050518,0.029180843,-0.008581807,0.052221604,-0.017070245,0.014492012,0.02684942,0.57927847,0.00507739,86.623116,0.10151864,0.22788009,0.39060852,0.12459381,0.105033554,inf,inf,inf,inf,1,1,1,1,2,0,2,1,3,1,1,1
