timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
65458849,0.0024108484,0.0026308575,0.0020071028,0
65858849,0.002315378,0.0038972613,0.0017328764,0
66058892,0.002270217,0.003920888,0.0018745963,0
66258850,0.0022248202,0.0045421813,0.0014716448,0
66458851,0.001525544,0.004251424,0.0021388738,0
66658852,0.0021502879,0.006666368,0.0021923697,0
67858862,0.0011208588,0.0060676513,0.0020563726,0
68048903,0.0010989964,0.0053492305,0.0018297046,0
68258898,0.00047361376,0.005439955,0.0015350971,0
68458849,0.0015124812,0.0048281527,0.0019407405,0
68648853,0.001530799,0.006036614,0.0016454395,0
68848849,0.0015001835,0.005516033,0.0020118621,0
69058852,0.0014694287,0.00560288,0.0025251468,0
69258869,0.00050659775,0.004890863,0.0031518785,0
69448852,0.00049671915,0.0057952018,0.0034071514,0
69648876,0.001172499,0.004779543,0.0029572546,0
69858849,0.0018657226,0.00427895,0.0023762945,0
70058850,0.0025529917,0.0033958124,0.0023852696,0
70258850,0.0025019264,0.002127757,0.0019509709,0
70458849,0.0024518957,0.0019851807,0.0017299487,0
70658850,0.0027412095,0.0019453941,0.0014069271,0
70858856,0.0026863813,0.0007064004,0.00094041385,0
71048874,0.0015374504,0.0009926457,0.0017007798,0
71258857,0.0012635983,0.0025724843,0.0019565637,0
71448849,0.00015562569,0.0019226235,0.0024182836,0
71658855,0.00015235745,0.0026822193,0.0024015105,0
71858851,0.00014931036,0.0015282242,0.0027476617,0
72058849,0.00064940867,0.00039822992,0.0032289817,0
72248890,0.0013594535,0.00040957125,0.0033393628,0
72448849,0.00133227,0.0016010924,0.0035270054,0
72658851,0.0020315074,0.0026686394,0.0036940938,0
72848864,0.00126536,0.0030168097,0.003428813,0
73048849,0.001966598,0.0026561464,0.0041575246,0
73248849,0.0019272662,0.0013032897,0.0037368073,0
73458855,0.0018877541,0.0043768855,0.0031585002,0
73648851,0.002578391,0.0042912723,0.003986125,0
73848849,0.0032558814,0.0050073117,0.0047037685,0
74048862,0.003917068,0.004804837,0.0041850614,0
74258855,0.003836772,0.0061064567,0.0041740774,0
74458852,0.0037600196,0.0066844206,0.0041820193,0
74648926,0.0044147,0.008053796,0.004369353,0
74858851,0.005052294,0.009088555,0.0040034596,0
75048861,0.0050957813,0.009611019,0.0039225677,0
75258855,0.0057016807,0.011214082,0.004302121,0
75448852,0.00630489,0.01219572,0.0043226928,0
75848860,0.007477816,0.012789659,0.0052173105,0
76048871,0.0080491705,0.013433899,0.005315463,0
76258852,0.007884177,0.013458308,0.004409192,0
76448897,0.007956623,0.0150957545,0.004183291,0
76658898,0.008496888,0.015586584,0.004810685,0
76848849,0.009038439,0.01518255,0.0044216434,0
77058852,0.008848628,0.013763558,0.003929554,0
77248855,0.008680502,0.015402051,0.0037351397,0
77458858,0.009212938,0.01338656,0.0038709508,0
77648849,0.009746318,0.012325673,0.0037218619,0
77848849,0.010266508,0.011978835,0.004308102,0
78048858,0.01077802,0.011338867,0.005130205,0
78248855,0.010562463,0.0113122575,0.004541543,0
78448849,0.010351219,0.011786293,0.0043257484,0
78658852,0.010010269,0.010044513,0.0044714627,0
78848849,0.010542044,0.011448527,0.004857058,0
79048849,0.010331203,0.012319506,0.0035786168,0
79258852,0.009392485,0.012766744,0.0034372485,0
79458852,0.009204635,0.012611586,0.0033030012,0
79658881,0.009021071,0.01255955,0.0035776936,0
79868853,0.008969637,0.013296143,0.0036840122,0
80058856,0.0090711545,0.013843671,0.003611528,0
80258854,0.009586407,0.015966604,0.004288541,0
80458860,0.010441035,0.015947634,0.0045849215,0
80648900,0.010237385,0.016636342,0.004344173,0
80858878,0.009832789,0.01719568,0.0037751545,0
81048882,0.009641023,0.01656036,0.0035723238,0
81258849,0.010023482,0.0173208,0.004260341,0
81458864,0.010488376,0.018374102,0.0046532135,0
81658851,0.01050124,0.019206319,0.0041057304,0
81848850,0.011606589,0.018331448,0.004504365,0
82058853,0.011871545,0.01965576,0.0038342623,0
82248851,0.012165538,0.017972752,0.0035597018,0
82458850,0.011916122,0.017904606,0.0040523587,0
82648851,0.01246347,0.01725523,0.0040876893,0
82858854,0.013035406,0.01690174,0.004830155,0
83058851,0.012774762,0.016064117,0.004243534,0
83258850,0.01300166,0.016942883,0.0052488362,0
83448920,0.014060761,0.016512334,0.0050333226,0
83658856,0.013298243,0.014873837,0.0046927417,0
85248912,0.012013698,0.0076361024,0.004301095,0
85458930,0.01308602,0.008279629,0.0043754047,0
85658924,0.012817771,0.0073096664,0.0045929905,0
85848933,0.013579409,0.0064708604,0.005096513,0
86048953,0.013314619,0.007344383,0.0049015908,0
86248855,0.014062713,0.007194124,0.0051119626,0
86458854,0.013774427,0.0070468937,0.005005185,0
86658849,0.013498903,0.0060061864,0.0055569946,0
86858855,0.01453675,0.0059858332,0.0059254267,0
87058849,0.0142459525,0.0054659005,0.0057635223,0
87258852,0.013961092,0.0058569573,0.0057384875,0
87448871,0.013416191,0.004042601,0.004971519,0
87658849,0.01184795,0.0021594283,0.0052996436,0
87858849,0.01186974,0.0013164708,0.0046886676,0
88048849,0.011638281,0.0008905907,0.0051233643,0
88258852,0.011393872,0.00017222215,0.0051212125,0
88458852,0.01220096,0.00013127268,0.0055562234,0
88658850,0.012795028,2.8928014e-05,0.006105956,0
88848852,0.012545525,0.00017147588,0.0055090315,0
89058852,0.012288337,0.0007679103,0.005924093,0
89258898,0.012955301,0.001252831,0.005956771,0
89458850,0.012696185,0.0005275644,0.005679954,0
89658902,0.012442227,0.0002171811,0.0052058115,0
89858858,0.012193431,0.001512843,0.0051789912,0
90058852,0.011943472,0.00011821394,0.0047597634,0
90258849,0.0118739465,0.0010160691,0.0043162764,0
90458849,0.011636468,0.0026956396,0.0038403631,0
90658858,0.011397913,0.00484044,0.0035917263,0
90858849,0.011376371,0.003443381,0.004044357,0
91058853,0.012027802,0.0020760237,0.003820026,0
91258852,0.011787209,0.0012343397,0.0032060987,0
91468887,0.011394537,0.0008085857,0.0030101587,0
91658849,0.011178085,0.0010931724,0.0031686132,0
91858850,0.0109545225,0.0021714205,0.0032270402,0
93048884,0.011028154,0.0024611456,0.0035672372,0
93258902,0.011718583,0.0028109704,0.0034365843,0
93458914,0.011484203,0.0027544883,0.0034378003,0
93658852,0.0112545835,0.0031991533,0.0033605518,0
93858849,0.011023868,0.0031335857,0.0026710818,0
94058849,0.010696596,0.0003275068,0.0023904683,0
94258878,0.01041966,0.0014212849,0.0023569479,0
94458849,0.010274778,0.002593028,0.002370531,0
94658867,0.010064134,0.0054399343,0.0020304755,0
94858852,0.008765357,0.0071339915,0.0017473871,0
95058849,0.008590053,0.008591673,0.0021496064,0
95258852,0.009520824,0.010319549,0.0028507577,0
95458849,0.010430206,0.011408005,0.0030653058,0
95658849,0.010173279,0.014385489,0.002822767,0
95858855,0.009968787,0.015797948,0.0027277395,0
96058859,0.009769411,0.016382335,0.003520002,0
96248858,0.010692127,0.01706296,0.003840733,0
96458855,0.010472946,0.017813047,0.0030983738,0
96658851,0.010315859,0.01635648,0.0026877339,0
96858849,0.0101095345,0.017229205,0.0022392285,0
97058852,0.008802594,0.01788439,0.0024084144,0
97258857,0.008626545,0.01742702,0.002184055,0
97458849,0.008449707,0.015970033,0.0027303617,0
97658893,0.007178076,0.017050212,0.0029090336,0
97858849,0.007038132,0.017417459,0.0036830292,0
98058850,0.00703563,0.016769152,0.003606679,0
98258852,0.00786035,0.017233595,0.0034821937,0
98458849,0.0065401355,0.017689291,0.0035731657,0
98658857,0.00643082,0.018135492,0.0031578934,0
98858852,0.0064060995,0.018072456,0.002163038,0
99058852,0.006461951,0.018210836,0.0025768685,0
99258849,0.006332716,0.01934674,0.003060803,0
100058849,0.0060854987,0.01857007,0.0034040145,0
100658849,0.0073274234,0.017593713,0.0033128678,0
100858861,0.007574526,0.015732877,0.0034027232,0
101058863,0.008357982,0.015425857,0.0030348357,0
101258849,0.008190837,0.014217154,0.0036576022,0
101458857,0.008027016,0.013732858,0.0036591762,0
101658858,0.009194786,0.014158152,0.002697988,0
101858909,0.010339413,0.012375315,0.0021424247,0
102058852,0.011090271,0.0132218925,0.0017559974,0
102258865,0.011234664,0.013257547,0.0010673803,0
102458849,0.011969273,0.0127926925,0.0012432886,0
102658849,0.013061807,0.012843396,0.0013351577,0
102858849,0.01280057,0.012686856,0.0017353307,0
103058849,0.013524034,0.012832741,0.001535033,0
103258880,0.013253524,0.011775901,0.0010264902,0
103458852,0.0136950705,0.01014057,0.0010026189,0
103658855,0.01341432,0.009332845,0.0015900943,0
103858849,0.014459888,0.008750638,0.0011321594,0
104058849,0.013899057,0.008876028,0.0005578205,0
