timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
66627096,0,-5.3914204,-5.18752,29.904999,4923665
68623353,0,-5.1914206,-5.1890674,29.97,4923665
69632984,0,-5.2414203,-5.1855783,29.939999,4923665
70630191,0,-5.1414204,-5.157016,29.97,4923665
71628098,0,-5.1414204,-5.1738024,29.984999,4923665
72626162,0,-5.1914206,-5.1878586,29.96,4923665
73624816,0,-5.1914206,-5.1617193,29.974998,4923665
74623356,0,-5.1414204,-5.1870165,30.0,4923665
75631423,0,-5.1914206,-5.19475,29.98,4923665
76628742,0,-5.1914206,-5.160972,29.98,4923665
77626400,0,-5.1414204,-5.165193,29.97,4923665
78623755,0,-5.1914206,-5.185248,30.005,4923665
79631738,0,-5.1914206,-5.1775913,30.0,4923665
80629518,0,-5.1414204,-5.153487,30.005,4923665
81627029,0,-5.1414204,-5.167937,29.99,4923665
82624876,0,-5.1914206,-5.157765,30.005,4923665
83624072,0,-5.1414204,-5.1052804,30.025,4923665
85631484,0,-5.0414205,-5.0285554,30.05,4923665
86630203,0,-4.4914203,-4.520691,30.074999,4923665
87628357,0,-5.09142,-4.9387813,30.029999,4923665
88626623,0,-4.4914203,-4.652241,30.045,4923665
89623897,0,-4.4414206,-4.558056,30.029999,4923665
90632415,0,-4.5414205,-4.643452,30.05,4923665
91630498,0,-4.2414203,-4.342284,30.064999,4923665
93626055,0,-4.7414203,-4.5526667,30.06,4923665
94624555,0,-4.6914206,-4.7096334,30.045,4923665
95623113,0,-4.7914205,-4.805021,30.025,4923665
96632387,0,-4.7914205,-4.694025,30.06,4923665
97630545,0,-4.5414205,-4.545045,30.099998,4923665
98628376,0,-3.7414203,-3.8934236,30.08,4923665
100623133,0,-4.7414203,-4.6474495,30.08,4923665
101622873,0,-4.7414203,-3.6359644,30.045,4923665
102632292,0,-1.7414203,-1.2694066,30.074999,4923665
103629516,0,-2.8414204,-1.8498063,30.08,4923665
104626931,0,-1.1414204,-1.1179614,30.119999,4923665
105624900,0,-2.5414205,-2.4614825,30.08,4923665
106623033,0,-3.7414203,-3.715238,30.085,4923665
107632012,0,-3.9414203,-3.6805468,30.109999,4923665
108629486,0,-3.8914204,-3.7349596,30.099998,4923665
109627836,0,-2.8914204,-3.0743785,30.08,4923665
110626269,0,-4.1414204,-4.1742454,30.099998,4923665
111623739,0,-3.5914204,-4.0140085,30.115,4923665
112632833,0,-3.9414203,-3.9557729,30.099998,4923665
114629039,0,-4.9914203,-4.862908,30.119999,4923665
115626567,0,-3.9914203,-3.77346,30.119999,4923665
116624880,0,-4.4414206,-4.746405,30.119999,4923665
117624097,0,-3.9414203,-3.4731789,30.115,4923665
120628117,0,-3.0414205,-2.833667,30.119999,4923665
121626981,0,-2.7914205,-2.7501175,30.164999,4923665
122625661,0,-3.0414205,-2.963051,30.16,4923665
123623368,0,-4.4414206,-4.1711607,30.14,4923665
124631724,0,-3.4914203,-3.4312544,30.154999,4923665
125631072,0,-3.6914203,-3.483478,30.125,4923665
126629510,0,-4.1914206,-4.378787,30.15,4923665
127627021,0,-2.6914203,-3.014615,30.175,4923665
128625157,0,-3.0914204,-3.1642075,30.144999,4923665
129633323,0,-3.4414203,-3.125437,30.21,4923665
130630650,0,-3.4914203,-3.431467,30.175,4923665
131629433,0,-3.9914203,-3.648294,30.164999,4923665
132627717,0,-3.3414204,-3.3198066,30.179998,4923665
133625420,0,-4.09142,-3.7386296,30.179998,4923665
134624079,0,-4.34142,-4.3015075,30.164999,4923665
135632421,0,-4.5414205,-4.6974907,30.234999,4923665
136631716,0,-3.5914204,-3.6653948,30.195,4923665
137629860,0,-3.4914203,-3.8047833,30.164999,4923665
138627909,0,-3.5414205,-4.204051,30.14,4923665
139626635,0,-4.1414204,-4.218531,30.189999,4923665
