timestamp,timestamp_sample,device_id,error_count,pressure,temperature
66625348,66625337,3997730,0,1010.64996,34.2
68628497,68628486,3997730,0,1010.57996,34.21
69615171,69615160,3997730,0,1010.58997,34.21
70621916,70621905,3997730,0,1010.63,34.219997
71628384,71628373,3997730,0,1010.56,34.23
72625115,72625104,3997730,0,1010.6,34.239998
73632446,73632432,3997730,0,1010.57,34.25
74628766,74628755,3997730,0,1010.57,34.25
75615677,75615666,3997730,0,1010.57996,34.26
76622407,76622396,3997730,0,1010.58997,34.27
77628863,77628852,3997730,0,1010.54,34.27
78625579,78625568,3997730,0,1010.66,34.28
79632534,79632523,3997730,0,1010.64996,34.29
80629466,80629455,3997730,0,1010.6,34.3
81615622,81615609,3997730,0,1010.6,34.3
82622635,82622620,3997730,0,1010.61,34.309998
83629524,83629513,3997730,0,1010.63,34.32
85632380,85632369,3997730,0,1010.61,34.34
86628458,86628448,3997730,0,1010.58997,34.35
87615453,87615442,3997730,0,1010.63,34.36
88622481,88622470,3997730,0,1010.61,34.36
89628710,89628699,3997730,0,1010.61,34.37
90625278,90625267,3997730,0,1010.63,34.38
91632086,91632075,3997730,0,1010.64996,34.39
93614868,93614854,3997730,0,1010.64996,34.41
94621123,94621112,3997730,0,1010.61,34.42
95627897,95627886,3997730,0,1010.62,34.43
96624650,96624639,3997730,0,1010.61,34.44
97630842,97630831,3997730,0,1010.67,34.45
98627763,98627752,3997730,0,1010.63,34.46
100620800,100620789,3997730,0,1010.64996,34.48
101627690,101627678,3997730,0,1010.64996,34.489998
102624811,102624800,3997730,0,1010.6,34.5
103631030,103631019,3997730,0,1010.63,34.51
104627920,104627909,3997730,0,1010.62,34.52
105614612,105614601,3997730,0,1010.63995,34.53
106620708,106620697,3997730,0,1010.62,34.54
107627441,107627430,3997730,0,1010.63995,34.55
108623840,108623825,3997730,0,1010.64996,34.559998
109630666,109630655,3997730,0,1010.63,34.57
110627532,110627518,3997730,0,1010.58997,34.579998
111614390,111614373,3997730,0,1010.6,34.59
112620730,112620719,3997730,0,1010.63,34.61
114624722,114624711,3997730,0,1010.61,34.63
115630919,115630908,3997730,0,1010.63995,34.64
116627838,116627821,3997730,0,1010.64996,34.649998
117614628,117614618,3997730,0,1010.63,34.66
120623272,120623261,3997730,0,1010.6,34.69
121629977,121629966,3997730,0,1010.63,34.71
122626095,122626084,3997730,0,1010.64996,34.719997
123632995,123632984,3997730,0,1010.62,34.73
124619883,124619872,3997730,0,1010.57,34.75
125626920,125626909,3997730,0,1010.63,34.76
126623495,126623484,3997730,0,1010.61,34.77
127630486,127630475,3997730,0,1010.63,34.78
128627203,128627189,3997730,0,1010.63,34.8
129633641,129633630,3997730,0,1010.69,34.809998
130620507,130620497,3997730,0,1010.63995,34.829998
131627363,131627349,3997730,0,1010.6,34.829998
132623678,132623667,3997730,0,1010.63995,34.85
133630234,133630223,3997730,0,1010.63995,34.86
134627085,134627074,3997730,0,1010.61,34.87
135613282,135613271,3997730,0,1010.57996,34.88
136619904,136619893,3997730,0,1010.64996,34.899998
137625950,137625939,3997730,0,1010.58997,34.91
138632752,138632741,3997730,0,1010.63995,34.93
139629527,139629516,3997730,0,1010.63,34.94
140625707,140625696,3997730,0,1010.63995,34.95
142618436,142618425,3997730,0,1010.61,34.98
143625177,143625166,3997730,0,1010.61,35.0
144632084,144632073,3997730,0,1010.57996,35.01
145628507,145628496,3997730,0,1010.6,35.02
146625236,146625220,3997730,0,1010.61,35.04
147632051,147632041,3997730,0,1010.61,35.05
148618345,148618334,3997730,0,1010.61,35.059998
149625245,149625234,3997730,0,1010.64996,35.079998
152624922,152624911,3997730,0,1010.61,35.12
153631283,153631272,3997730,0,1010.58997,35.13
154617665,154617654,3997730,0,1010.61,35.149998
155623845,155623834,3997730,0,1010.6,35.17
156630672,156630658,3997730,0,1010.62,35.18
157627559,157627548,3997730,0,1010.61,35.19
158623853,158623842,3997730,0,1010.63995,35.21
159630759,159630748,3997730,0,1010.63,35.219997
160617658,160617647,3997730,0,1010.6,35.23
161624630,161624619,3997730,0,1010.61,35.25
162630749,162630735,3997730,0,1010.62,35.27
163627518,163627507,3997730,0,1010.66,35.28
