timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
333968849,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
333978858,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
334968853,3.0357695,0.7417247,0.1896751,0.7244754,0.5253868,2.2185252,0.0,-0.19169019,0.30945814
335968852,3.9695492,1.2881287,0.110403515,0.55321777,0.46426964,2.1286912,0.0,-0.35298783,0.30550522
336968851,4.072717,1.128492,0.09627285,0.29483545,0.26119614,2.119341,0.0,-0.23104371,0.30216366
338968853,4.3116107,0.9486257,0.08297371,0.1768152,0.54151917,2.0966272,0.0,-0.03246346,0.30087
339968849,4.877196,0.34926552,0.06101312,0.1514329,1.0134525,2.1105435,0.0,0.075948395,0.3006527
340968849,5.086439,0.080069885,0.031307258,0.09586878,0.90753937,2.1263852,0.0,0.00019070123,0.3003135
341968853,5.729466,-1.0299008,0.016019668,0.052190147,1.0101261,2.1171432,0.0,-0.022336263,0.3001766
342968849,6.1045747,-1.8622686,0.011344556,0.03196329,2.2819672,2.1101604,0.0,-0.07943332,0.30013576
343968849,6.442162,-2.8789084,0.010341536,0.022060927,2.6117287,2.1055448,0.0,-0.15234159,0.30014306
344968849,6.643696,-3.872086,0.010506364,0.016710997,2.8870354,2.1032686,0.0,-0.27015528,0.30016956
345968849,6.7272468,-4.7184873,0.011085986,0.013730107,2.870327,2.1034014,0.0,-0.31149304,0.30019957
346968852,6.777502,-5.3620524,0.011817479,0.011808241,2.3777456,2.104204,0.0,-0.3829864,0.30022785
347968849,6.8348413,-5.896762,0.012600872,0.010375391,2.3310623,2.1050992,0.0,-0.4806835,0.30024436
348968852,6.8760824,-6.34835,0.013396194,0.009346702,2.4864273,2.1038878,0.0,-0.46189582,0.30019698
349968849,6.7652845,-6.8589787,0.014144604,0.008637337,3.1804123,2.1036422,0.0,-0.4123243,0.30016795
350968849,6.5226684,-7.3600583,0.0146943275,0.008354748,4.562681,2.1055818,0.0,-0.4111085,0.3001403
351968891,6.5169835,-7.366934,0.015385293,0.008982526,6.4670296,2.1099699,0.0,-0.42003962,0.300153
352968849,6.5110188,-7.3649035,0.016030475,0.009607943,7.702795,2.1110907,0.0,-0.40542096,0.30016875
353968849,6.507387,-7.360734,0.016617237,0.010185266,8.14987,2.1121879,0.0,-0.3159661,0.30017138
354968851,6.5048428,-7.3600106,0.017134089,0.010692783,8.674065,2.114614,0.0,-0.29571146,0.3001822
355968849,6.5023885,-7.3593726,0.017626213,0.011175691,8.773113,2.1153712,0.0,-0.31357157,0.30019087
356968852,6.5004964,-7.35729,0.018102873,0.011645528,9.469257,2.1154957,0.0,-0.29937196,0.30018032
360968849,6.4984555,-7.3413663,0.01952005,0.013045802,13.67234,2.1197534,0.0,-0.13795677,0.30012628
361968849,6.4991593,-7.3386497,0.019805428,0.013328542,13.275181,2.1199512,0.0,-0.1266902,0.30014133
362968849,6.4999614,-7.337474,0.020084616,0.013604205,13.091974,2.1196785,0.0,-0.07679135,0.3001463
363968849,6.5005326,-7.335797,0.020406622,0.01392309,12.781288,2.119817,0.0,-0.11496191,0.3001501
364968849,6.5009923,-7.3355336,0.020764887,0.014278141,13.396986,2.1206398,0.0,-0.024510039,0.30013177
365968857,6.5014977,-7.334482,0.021131307,0.014642514,13.737724,2.1210232,0.0,-0.08505696,0.30012888
366968856,6.501882,-7.333199,0.021499583,0.015009618,13.892168,2.1209962,0.0,-0.07922778,0.30010313
367968849,6.5021806,-7.3310213,0.021853145,0.015363685,12.001139,2.122839,0.0,0.010680684,0.30012393
368968854,6.501882,-7.3296638,0.02221808,0.015730876,11.884851,2.1218386,0.0,0.05502062,0.30013156
369968849,6.5012827,-7.328771,0.022582483,0.016098758,11.810879,2.1220398,0.0,0.06623532,0.30012643
370968896,6.49922,-7.328097,0.022941537,0.01646491,12.431372,2.1223786,0.0,0.17782624,0.30014414
372968890,6.496922,-7.3255377,0.02370249,0.017238311,9.171064,2.1220617,0.0,0.036277603,0.3001052
373968849,6.496997,-7.3214993,0.024011852,0.017555382,6.502037,2.124857,0.0,0.12766077,0.3001486
374968855,6.4936028,-7.3178,0.024295086,0.017852752,5.0038548,2.12419,0.0,0.23944753,0.30016297
375968853,6.660904,-7.024197,0.024161039,0.017021934,3.7788334,2.1221445,0.0,0.3773373,0.30020955
376968852,7.2039614,-6.2084823,0.02296497,0.014097044,2.3847904,2.1170664,0.0,0.2640346,0.30021414
377968851,7.4576006,-5.832705,0.022351582,0.012577654,1.8887253,2.1150126,0.0,0.35421532,0.30023983
378968849,7.637969,-5.5408697,0.022030437,0.011533154,1.8419094,2.113381,0.0,0.3909377,0.3002479
379968852,7.782379,-5.3374844,0.021705013,0.010868148,1.2105808,2.112219,0.0,0.3922972,0.30022556
381968849,7.844176,-5.251304,0.019993596,0.010530439,-0.5077114,2.1116383,0.0,0.45525897,0.30025417
382968849,7.6566925,-5.2690754,0.018504975,0.010635395,-1.2666187,2.1116118,0.0,0.47442093,0.30026358
383968856,7.3984733,-5.2586627,0.016706377,0.01075804,-1.3241367,2.1110232,0.0,0.4423585,0.30024073
384968880,7.12926,-5.23113,0.015011414,0.010848911,-1.2549553,2.1105294,0.0,0.47960675,0.30025262
385968849,6.9287186,-5.198531,0.013480237,0.010899175,-0.59931946,2.110697,0.0,0.271897,0.30020317
386968849,6.7880535,-5.1631236,0.012010197,0.010908563,-0.6129532,2.1093965,0.0,0.60510147,0.30030352
387968849,6.672375,-5.1291404,0.010791272,0.010905123,-0.6590786,2.1094906,0.0,0.30836493,0.30022025
388968849,6.591151,-5.0989537,0.009759085,0.010902126,-0.12137985,2.1084406,0.0,0.5879732,0.30033424
